A	'ə	ə
porus	p 'o ɾ u s	p 'ɔ ɾ u s
posa	p 'ɔ z ə	p 'o z ə
poses	p 'ɔ z ə s	p 'o z ə s
post	p 'ɔ s t	p 'o s t
pòster	p 'ɔ s t ə r	p 'ɔ s t ə
posterior	p u s t ə ɾ i 'o r	p u s t ə ɾ i 'o
prec	p ɾ 'e k	p ɾ 'ɛ k
precepte	p ɾ ə s 'e p t ə	p ɾ ə s 'ɛ p t ə
precoç	p ɾ ə k 'ɔ s	p ɾ ə k 'o s
precs	p ɾ 'e k s	p ɾ 'ɛ k s
prefecte	p ɾ ə f 'e k t ə	p ɾ ə f 'ɛ k t ə
preferentment	p ɾ ə f ə ɾ ə m m 'e n	p ɾ ə f ə ɾ ə n m 'e n
prega	p ɾ 'e ɣ ə	p ɾ 'ɛ ɣ ə
prego	p ɾ 'e ɣ u	p ɾ 'ɛ ɣ u
prematur	p ɾ ə m ə t 'u r	p ɾ ə m ə t 'u
prémer	p ɾ 'e m ə	p ɾ 'e m ə r
premsa	p ɾ 'e m s ə	p ɾ 'ɛ m s ə
prendran	p ə n d ɾ 'a n	p ɾ ə n d ɾ 'a n
prens	p ɾ 'ɛ n s	p ɾ 'e n s
pressupost	p ɾ ə s u p 'ɔ s t	p ɾ ə s u p 'o s t
presta	p ɾ 'e s t ə	p ɾ 'ɛ s t ə
presten	p ɾ 'e s t ə n	p ɾ 'ɛ s t ə n
prestes	p ɾ 'e s t ə s	p ɾ 'ɛ s t ə s
presti	p ɾ 'e s t i	p ɾ 'ɛ s t i
prestin	p ɾ 'e s t i n	p ɾ 'ɛ s t i n
presto	p ɾ 'e s t u	p ɾ 'ɛ s t u
presumpció	p ɾ ə z u m s i 'o	p ɾ ə z u m p s i 'o
pretendre	p ɾ ə t 'e n d ɾ ə	p ɾ ə t 'ɛ n d ɾ ə
prevaler	p ɾ ə β ə l 'ɛ	p ɾ ə β ə l 'e
prior	p ɾ i 'o r	p ɾ i 'o
pro	p ɾ 'ɔ	p ɾ 'o
problemàtic	p ɾ u β l ə m 'a t i k	p ɾ u b b l ə m 'a t i k
problemàtica	p ɾ u β l ə m 'a t i k ə	p ɾ u b b l ə m 'a t i k ə
problemàtics	p ɾ u β l ə m 'a t i k s	p ɾ u b b l ə m 'a t i k s
problemàtiques	p ɾ u β l ə m 'a t i k ə s	p ɾ u b b l ə m 'a t i k ə s
proes	p ɾ 'ɔ ə s	p ɾ 'o ə s
projecte	p ɾ u ʒ 'e k t ə	p ɾ u ʒ 'ɛ k t ə
prona	p ɾ 'ɔ n ə	p ɾ 'o n ə
prones	p ɾ 'ɔ n ə s	p ɾ 'o n ə s
pronom	p ɾ u n 'ɔ m	p ɾ u n 'o m
prosa	p ɾ 'ɔ z ə	p ɾ 'o z ə
protesta	p ɾ u t 'e s t ə	p ɾ u t 'ɛ s t ə
prou	p ɾ 'ɔ w	p ɾ 'o w
prudentment	p ɾ u ð ə m m 'e n	p ɾ u ð ə n m 'e n
puig	p 'u t ʃ	p 'u tʃ
Puig	p 'u t ʃ	p 'u tʃ
pulmonar	p u l m u n 'a r	p u l m u n 'a
quadrilàter	k w ə ð ɾ i l 'a t ə r	k w ə ð ɾ i l 'a t ə
queixa	k 'e ʃ ə	k 'ɛ ʃ ə
quelcom	k ə l k 'ɔ m	k ə l k 'o m
quer	k 'ɛ r	k 'e
quid	k 'i t	k 'i ð
quiet	k i 'e t	k i 'ɛ t
quilowatt	k i l u β 'a t	k i l u β 'a t t
rabeig	r ə β 'ɛ t ʃ	r ə β 'ɛ tʃ
radar	r ə ð 'a r	r ə ð 'a
raig	r 'a t ʃ	r 'a tʃ
raigràs	r ə j ɣ ɾ 'a s	r ə i ɣ ɾ 'a s
rar	r 'a r	r 'a
rars	r 'a r s	r 'a s
rastreig	r ə s t ɾ 'ɛ t ʃ	r ə s t ɾ 'ɛ tʃ
re	r 'ɛ	r ə
rebost	r ə β 'ɔ s t	r ə β 'o s t
rebot	r ə β 'o t	r ə β 'ɔ t
rebrot	r ə β ɾ 'o t	r ə β ɾ 'ɔ t
rebuig	r ə β 'u t ʃ	r ə β 'u tʃ
rec	r 'e k	r 'ɛ k
reca	r 'e k ə	r 'ɛ k ə
recepta	r ə s 'e p t ə	r ə s 'ɛ p t ə
recompte	r ə k 'o m t ə	r ə k 'ɔ m p t ə
record	r ə k 'ɔ r t	r ə k 'o ɾ ð
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
redempció	r ə ð ə m s i 'o	r ə ð ə m p s i 'o
reeixida	r ə ə ʃ 'i ð ə	r e ə ʃ 'i ð ə
reeixides	r ə ə ʃ 'i ð ə s	r e ə ʃ 'i ð ə s
reeixir	r ə ə ʃ 'i	r e ə ʃ 'i
reeixit	r ə ə ʃ 'i t	r e ə ʃ 'i t
reeixits	r ə ə ʃ 'i t s	r e ə ʃ 'i t s
reemplaçament	r e ə m p l ə s ə m 'e n	r ə ə m p l ə s ə m 'e n
refet	r ə f 'e t	r ə f 'ɛ t
refeta	r ə f 'e t ə	r ə f 'ɛ t ə
reforç	r ə f 'ɔ r s	r ə f 'o r s
reforma	r ə f 'o r m ə	r ə f 'ɔ r m ə
rega	r 'e ɣ ə	r 'ɛ ɣ ə
regateig	r ə ɣ ə t 'ɛ t ʃ	r ə ɣ ə t 'ɛ tʃ
rei	r 'e j	r 'ɛ j
reig	r 'e t ʃ	r 'ɛ tʃ
reina	r 'e j n ə	r 'ɛ j n ə
reis	r 'e j s	r 'ɛ j s
reixa	r 'e ʃ ə	r 'ɛ ʃ ə
rella	r 'ɛ ʎ ə	r 'e ʎ ə
relles	r 'ɛ ʎ ə s	r 'e ʎ ə s
relleu	r ə ʎ 'e w	r ə ʎ 'ɛ w
renda	r 'e n d ə	r 'ɛ n d ə
rendes	r 'e n d ə s	r 'ɛ n d ə s
renebot	r ə n ə β 'o t	r ə n ə β 'ɔ t
renec	r ə n 'e k	r ə n 'ɛ k
renom	r ə n 'ɔ m	r ə n 'o m
renou	r ə n 'ɔ w	r ə n 'o w
renten	r 'e n t ə n	r 'ɛ n t ə n
renti	r 'e n t i	r 'ɛ n t i
rentin	r 'e n t i n	r 'ɛ n t i n
repta	r 'e p t ə	r 'ɛ p t ə
repte	r 'e p t ə	r 'ɛ p t ə
reptes	r 'e p t ə s	r 'ɛ p t ə s
repto	r 'e p t u	r 'ɛ p t u
rere	r 'e ɾ ə	r 'ɛ ɾ ə
resa	r 'e z ə	r 'ɛ z ə
resclosa	r ə s k l 'ɔ z ə	r ə s k l 'o z ə
resen	r 'e z ə n	r 'ɛ z ə n
reso	r 'e z u	r 'ɛ z u
respir	r ə s p 'i r	r ə s p 'i
respon	r ə s p 'ɔ n	r ə s p 'o n
respost	r ə s p 'ɔ s t	r ə s p 'o s t
resta	r 'e s t ə	r 'ɛ s t ə
resten	r 'e s t ə n	r 'ɛ s t ə n
restes	r 'e s t ə s	r 'ɛ s t ə s
resti	r 'e s t i	r 'ɛ s t i
restin	r 'e s t i n	r 'ɛ s t i n
resto	r 'e s t u	r 'ɛ s t u
ret	r 'e t	r 'ɛ t
retard	r ə t 'a r t	r ə t 'a r
retir	r ə t 'i r	r ə t 'i
retret	r ə t ɾ 'e t	r ə t ɾ 'ɛ t
retrets	r ə t ɾ 'e t s	r ə t ɾ 'ɛ t s
retrògrad	r ə t ɾ 'ɔ ɣ ɾ ə t	r ə t ɾ 'ɔ ɣ ɾ ə ð
reverend	r ə β ə ɾ 'e n	r ə β ə ɾ 'ɛ n d
revetlla	r ə β 'e ʎ ʎ ə	r ə β 'ɛ ʎ ʎ ə
revolt	r ə β 'ɔ l	r ə β 'o l t
Riad	r i 'a t	r i 'a ð
Ribagorça	r i β ə ɣ 'o r s ə	r i β ə ɣ 'ɔ r s ə
Ricard	r i k 'a r t	r i k 'a r
rigor	r i ɣ 'o r	r i ɣ 'o
rock	r 'ɔ k	r 'o k k
roig	r 'ɔ t ʃ	r 'ɔ tʃ
rombe	r 'o m b ə	r 'ɔ m b ə
rombes	r 'o m b ə s	r 'ɔ m b ə s
rompre	r 'o m p ɾ ə	r 'ɔ m p ɾ ə
ronca	r 'o ŋ k ə	r 'ɔ ŋ k ə
ronda	r 'o n d ə	r 'ɔ n d ə
rondes	r 'o n d ə s	r 'ɔ n d ə s
rosa	r 'ɔ z ə	r 'o z ə
roses	r 'ɔ z ə s	r 'o z ə s
rossa	r 'o s ə	r 'ɔ s ə
rosses	r 'o s ə s	r 'ɔ s ə s
rossos	r 'o s u s	r 'ɔ s u s
rot	r 'o t	r 'ɔ t
rota	r 'o t ə	r 'ɔ t ə
rotaboc	r u t ə β 'o k	r u t ə β 'ɔ k
roti	r 'o t i	r 'ɔ t i
rotonda	r u t 'o n d ə	r u t 'ɔ n d ə
roure	r 'o w ɾ ə	r 'ɔ w ɾ ə
rovell	r u β 'ɛ ʎ	r u β 'e ʎ
rubor	r u β 'o r	r u β 'o
rumor	r u m 'o r	r u m 'o
sa	s 'ə	s ə
saber	s ə β 'ɛ	s ə β 'e
sabor	s ə β 'o r	s ə β 'o
sacseig	s ə k s 'ɛ t ʃ	s ə k s 'ɛ tʃ
safareig	s ə f ə ɾ 'ɛ t ʃ	s ə f ə ɾ 'ɛ tʃ
saig	s 'a t ʃ	s 'a tʃ
sancionin	s ə n s i 'ɔ n i n	s ə n s i 'o n i n
sandvitx	s ə n d b 'i t ʃ	s ə n d b 'i tʃ
saqueig	s ə k 'ɛ t ʃ	s ə k 'ɛ tʃ
sastressa	s ə s t ɾ 'ɛ s ə	s ə s t ɾ 'e s ə
satisfet	s ə t i s f 'e t	s ə t i s f 'ɛ t
satisfeta	s ə t i s f 'e t ə	s ə t i s f 'ɛ t ə
satisfetes	s ə t i s f 'e t ə s	s ə t i s f 'ɛ t ə s
satisfets	s ə t i s f 'e t s	s ə t i s f 'ɛ t s
saxofon	s ə k s u f 'ɔ n	s ə k s u f 'o n
secret	s ə k ɾ 'e t	s ə k ɾ 'ɛ t
secreta	s ə k ɾ 'e t ə	s ə k ɾ 'ɛ t ə
secretes	s ə k ɾ 'e t ə s	s ə k ɾ 'ɛ t ə s
secrets	s ə k ɾ 'e t s	s ə k ɾ 'ɛ t s
secular	s ə k u l 'a r	s ə k u l 'a
sega	s 'e ɣ ə	s 'ɛ ɣ ə
segrest	s ə ɣ ɾ 'e s t	s ə ɣ ɾ 'ɛ s t
segurs	s ə ɣ 'u s	s ə ɣ 'u r s
sembra	s 'e m b ɾ ə	s 'ɛ m b ɾ ə
sembren	s 'e m b ɾ ə n	s 'ɛ m b ɾ ə n
seminoma	s ə m i n 'ɔ m ə	s ə m i n 'o m ə
seminomes	s ə m i n 'ɔ m ə s	s ə m i n 'o m ə s
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
sencer	s ə n s 'ɛ	s ə n s 'e
senda	s 'e n d ə	s 'ɛ n d ə
sense	s 'e n s ə	s 'ɛ n s ə
senten	s 'e n t ə n	s 'ɛ n t ə n
senti	s 'e n t i	s 'ɛ n t i
sentin	s 'e n t i n	s 'ɛ n t i n
sentis	s 'e n t i s	s 'ɛ n t i s
sento	s 'e n t u	s 'ɛ n t u
serp	s 'e r p	s 'ɛ r p
serreig	s ə r 'ɛ t ʃ	s ə r 'ɛ tʃ
sers	s 'e r s	s 'e s
setembre	s ə t 'e m b ɾ ə	s ə t 'ɛ m b ɾ ə
setge	s 'e d ʒ ə	s 'ɛ d ʒ ə
setges	s 'e d ʒ ə s	s 'ɛ d ʒ ə s
setmana	s ə m m 'a n ə	s ə d m 'a n ə
seu	s 'e w	s 'ɛ w
seus	s 'e w s	s 'ɛ w s
seva	s 'e β ə	s 'ɛ β ə
sever	s ə β 'e r	s ə β 'e
Sever	s ə β 'e r	s ə β 'e
seves	s 'e β ə s	s 'ɛ β ə s
si	s 'i	s i
siboc	s i β 'o k	s i β 'ɔ k
silur	s i l 'u	s i l 'u r
similar	s i m i l 'a r	s i m i l 'a
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
sobretot	s u β ɾ ə t 'o t	s u β ɾ ə t 'ɔ t
sobta	s 'o p t ə	s 'ɔ p t ə
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
solar	s u l 'a r	s u l 'a
solc	s 'ɔ l k	s 'o l k
solell	s u l 'ɛ ʎ	s u l 'e ʎ
solquen	s 'o l k ə n	s 'ɔ l k ə n
solraig	s u l r 'a t ʃ	s u l r 'a tʃ
son	s 'ɔ n	s 'o n
sona	s 'ɔ n ə	s 'o n ə
sonda	s 'o n d ə	s 'ɔ n d ə
sondeig	s u n d 'ɛ t ʃ	s u n d 'ɛ tʃ
sondes	s 'o n d ə s	s 'ɔ n d ə s
sones	s 'ɔ n ə s	s 'o n ə s
soni	s 'ɔ n i	s 'o n i
sonin	s 'ɔ n i n	s 'o n i n
sonis	s 'ɔ n i s	s 'o n i s
sonor	s u n 'o r	s u n 'o
sons	s 'ɔ n s	s 'o n s
sopa	s 'o p ə	s 'ɔ p ə
sopen	s 'o p ə n	s 'ɔ p ə n
sopes	s 'o p ə s	s 'ɔ p ə s
sopluig	s u p l 'u t ʃ	s u p l 'u tʃ
sopor	s u p 'o r	s u p 'o
sord	s 'o r t	s 'o ɾ ð
sorna	s 'o r n ə	s 'ɔ r n ə
sort	s 'ɔ r t	s 'o r t
sorteig	s u r t 'ɛ t ʃ	s u r t 'ɛ tʃ
sospir	s u s p 'i r	s u s p 'i
sota	s 'o t ə	s 'ɔ t ə
sotragueig	s u t ɾ ə ɣ 'ɛ t ʃ	s u t ɾ ə ɣ 'ɛ tʃ
sous	s 'ɔ w s	s 'o w s
subaltern	s u p ə l t 'ɛ r n	s u β ə l t 'ɛ r n
subalterna	s u p ə l t 'ɛ r n ə	s u β ə l t 'ɛ r n ə
subalternes	s u p ə l t 'ɛ r n ə s	s u β ə l t 'ɛ r n ə s
subaquàtic	s u p ə k w 'a t i k	s u β ə k w 'a t i k
subjecte	s u b ʒ 'e k t ə	s u b ʒ 'ɛ k t ə
subratllar	s u b r ə ʎ ʎ 'a	s u β ɾ ə ʎ ʎ 'a
subrogar	s u b r u ɣ 'a	s u β ɾ u ɣ 'a
subsaharià	s u p s ə ə ɾ i 'a	s u p s ə ɣ ɾ i 'a
suèter	s u 'ɛ t ə r	s u 'ɛ t ə
suficientment	s u f i s i ə m m 'e n	s u f i s i ə n m 'e n
superior	s u p ə ɾ i 'o r	s u p ə ɾ i 'o
supero	s u p 'e ɾ u	s u p 'ɛ ɾ u
suport	s u p 'ɔ r t	s u p 'o r t
suprem	s u p ɾ 'e m	s u p ɾ 'ɛ m
tanmateix	t ə m m ə t 'e ʃ	t ə n m ə t 'ɛ ʃ
tard	t 'a r t	t 'a r
tàrtar	t 'a r t ə r	t 'a r t ə
Tàrtar	t 'a r t ə r	t 'a r t ə
tast	t 'a s t	t 'a s
te	t 'ə	t ə
tecla	t 'e k l ə	t 'ɛ k l ə
tecles	t 'e k l ə s	t 'ɛ k l ə s
teix	t 'e ʃ	t 'ɛ ʃ
tem	t 'e m	t 'ɛ m
tema	t 'e m ə	t 'ɛ m ə
temen	t 'e m ə n	t 'ɛ m ə n
témer	t 'e m ə	t 'e m ə r
temes	t 'e m ə s	t 'ɛ m ə s
temo	t 'e m u	t 'ɛ m u
temor	t ə m 'o r	t ə m 'o
tempesta	t ə m p 'e s t ə	t ə m p 'ɛ s t ə
templa	t 'e m p l ə	t 'ɛ m p l ə
temple	t 'e m p l ə	t 'ɛ m p l ə
temples	t 'e m p l ə s	t 'ɛ m p l ə s
temps	t 'e m s	t 'ɛ m p s
tempteig	t ə m t 'ɛ t ʃ	t ə m t 'ɛ tʃ
tenda	t 'e n d ə	t 'ɛ n d ə
tendes	t 'e n d ə s	t 'ɛ n d ə s
tenebra	t ə n 'e β ɾ ə	t ə n 'ɛ β ɾ ə
tenebres	t ə n 'e β ɾ ə s	t ə n 'ɛ β ɾ ə s
tenen	t 'e n ə n	t 'ɛ n ə n
tenor	t ə n 'o r	t ə n 'o
Ter	t 'e r	t 'e
terme	t 'e r m ə	t 'ɛ r m ə
termes	t 'e r m ə s	t 'ɛ r m ə s
terrestre	t ə r 'e s t ɾ ə	t ə r 'ɛ s t ɾ ə
terrestres	t ə r 'e s t ɾ ə s	t ə r 'ɛ s t ɾ ə s
terror	t ə r 'o r	t ə r 'o
test	t 'e s t	t 'ɛ s t
testa	t 'e s t ə	t 'ɛ s t ə
testicular	t ə s t i k u l 'a r	t ə s t i k u l 'a
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
testos	t 'e s t u s	t 'ɛ s t u s
teu	t 'e w	t 'ɛ w
teus	t 'e w s	t 'ɛ w s
teva	t 'e β ə	t 'ɛ β ə
teves	t 'e β ə s	t 'ɛ β ə s
text	t 'e k s t	t 'ɛ k s t
textos	t 'e k s t u s	t 'ɛ k s t u s
tigressa	t i ɣ ɾ 'ɛ s ə	t i ɣ ɾ 'e s ə
tir	t 'i r	t 'i
tiroteig	t i ɾ u t 'ɛ t ʃ	t i ɾ u t 'ɛ tʃ
titubeig	t i t u β 'ɛ t ʃ	t i t u β 'ɛ tʃ
titular	t i t u l 'a r	t i t u l 'a
to	t 'ɔ	t 'o
tomba	t 'o m b ə	t 'ɔ m b ə
tomben	t 'o m b ə n	t 'ɔ m b ə n
tombes	t 'o m b ə s	t 'ɔ m b ə s
ton	t 'u n	t u n
tons	t 'ɔ n s	t 'o n s
tonja	t 'ɔ ɲ ə	t 'o ɲ ə
topen	t 'o p ə n	t 'ɔ p ə n
topi	t 'o p i	t 'ɔ p i
topin	t 'o p i n	t 'ɔ p i n
topo	t 'o p u	t 'ɔ p u
torna	t 'o r n ə	t 'ɔ r n ə
torneig	t u r n 'ɛ t ʃ	t u r n 'ɛ tʃ
tornen	t 'o r n ə n	t 'ɔ r n ə n
tornes	t 'o r n ə s	t 'ɔ r n ə s
torni	t 'o r n i	t 'ɔ r n i
tornin	t 'o r n i n	t 'ɔ r n i n
tornis	t 'o r n i s	t 'ɔ r n i s
torno	t 'o r n u	t 'ɔ r n u
torra	t 'ɔ r ə	t 'o r ə
torre	t 'o r ə	t 'ɔ r ə
tors	t 'ɔ r s	t 'o s
tort	t 'ɔ r t	t 'o r t
tosca	t 'o s k ə	t 'ɔ s k ə
tot	t 'o t	t 'ɔ t
tota	t 'o t ə	t 'ɔ t ə
totes	t 'o t ə s	t 'ɔ t ə s
tothom	t u t 'ɔ m	t u t u m
tothora	t u t 'ɔ ɾ ə	t u t ə 'o ɾ ə
totxo	t 'o t ʃ u	t 'ɔ t ʃ u
tova	t 'o β ə	t 'ɔ β ə
transcendència	t ɾ ə s ə n d 'ɛ n s i ə	t ɾ ə n s ə n d 'ɛ n s i ə
transició	t ɾ ə n z i s i 'o	t ɾ ə n s i s i 'o
tremp	t ɾ 'e m	t ɾ 'ɛ m
Tremp	t ɾ 'e m	t ɾ 'ɛ m
trens	t ɾ 'ɛ n s	t ɾ 'e n s
trenta	t ɾ 'ɛ n t ə	t ɾ 'e n t ə
trentes	t ɾ 'ɛ n t ə s	t ɾ 'e n t ə s
trepa	t ɾ 'e p ə	t ɾ 'ɛ p ə
trepes	t ɾ 'e p ə s	t ɾ 'ɛ p ə s
trepig	t ɾ ə p 'i t ʃ	t ɾ ə p 'i k
tresor	t ɾ ə z 'ɔ r	t ɾ ə z 'o
tret	t ɾ 'e t	t ɾ 'ɛ t
treta	t ɾ 'e t ə	t ɾ 'ɛ t ə
tretes	t ɾ 'e t ə s	t ɾ 'ɛ t ə s
trets	t ɾ 'e t s	t ɾ 'ɛ t s
tretze	t ɾ 'e d z ə	t ɾ 'ɛ d z ə
treva	t ɾ 'e β ə	t ɾ 'ɛ β ə
tro	t ɾ 'ɔ	t ɾ 'o
tromba	t ɾ 'o m b ə	t ɾ 'ɔ m b ə
trompa	t ɾ 'o m p ə	t ɾ 'ɔ m p ə
trompes	t ɾ 'o m p ə s	t ɾ 'ɔ m p ə s
tron	t ɾ 'ɔ n	t ɾ 'o n
trona	t ɾ 'ɔ n ə	t ɾ 'o n ə
tronc	t ɾ 'o ŋ	t ɾ 'o ŋ k
trones	t ɾ 'ɔ n ə s	t ɾ 'o n ə s
troni	t ɾ 'ɔ n i	t ɾ 'o n i
tronin	t ɾ 'ɔ n i n	t ɾ 'o n i n
tronis	t ɾ 'ɔ n i s	t ɾ 'o n i s
tropa	t ɾ 'o p ə	t ɾ 'ɔ p ə
tropes	t ɾ 'o p ə s	t ɾ 'ɔ p ə s
tros	t ɾ 'ɔ s	t ɾ 'o s
tsar	t s 'a r	d z 'a
tsarista	t s ə ɾ 'i s t ə	d z ə ɾ 'i s t ə
tubular	t u β u l 'a r	t u β u l 'a
tumor	t u m 'o r	t u m 'o
Txetxènia	t ʃ ə t ʃ 'ɛ n i ə	ʃ ə t ʃ 'ɛ n i ə
udol	u ð 'o l	u ð 'ɔ l
ulterior	u l t ə ɾ i 'o r	u l t ə ɾ i 'o
un	'u n	u n
uniforme	u n i f 'o r m ə	u n i f 'ɔ r m ə
uniformes	u n i f 'o r m ə s	u n i f 'ɔ r m ə s
univers	u n i β 'ɛ r s	u n i β 'e s
uns	'u n s	u n s
us	'u s	u s
úter	'u t ə r	'u t ə
vaig	b 'a t ʃ	b 'a tʃ
valer	b ə l 'ɛ	b ə l 'e
valor	b ə l 'o r	b ə l 'o
vampir	b ə m p 'i r	b ə m p 'i
ve	b 'e	b 'ɛ
vehemència	b ə ə m 'ɛ n s i ə	b e ə m 'ɛ n s i ə
veloç	b ə l 'ɔ s	b ə l 'o s
vens	b 'ɛ n s	b 'e n s
ventre	b 'e n t ɾ ə	b 'ɛ n t ɾ ə
ver	b 'ɛ r	b 'e
verb	b 'ɛ r p	b 'ɛ r
verd	b 'ɛ r t	b 'ɛ r
vermell	b ə r m 'ɛ ʎ	b ə r m 'e ʎ
vermella	b ə r m 'ɛ ʎ ə	b ə r m 'e ʎ ə
vermelles	b ə r m 'ɛ ʎ ə s	b ə r m 'e ʎ ə s
vermells	b ə r m 'ɛ ʎ s	b ə r m 'e ʎ s
vers	b 'ɛ r s	b 'e s
ves	b 'e s	b 'ɛ s
vespa	b 'e s p ə	b 'ɛ s p ə
vespre	b 'e s p ɾ ə	b 'ɛ s p ɾ ə
veure's	b 'ɛ w ɾ ə s	b ə w ɾ 'ɛ s
Vicent	b i s 'ɛ n	b i s 'e n
vigor	b i ɣ 'o r	b i ɣ 'o
virrei	b i r 'e j	b i r 'ɛ j
voler	b u l 'ɛ	b u l 'e
vora	b 'ɔ ɾ ə	b 'o ɾ ə
voto	b 'o t u	b 'ɔ t u
vulgar	b u l ɣ 'a r	b u l ɣ 'a
web	b 'e p	s 'ɛ p
whiskj	w 'i s k i	b 'i s k
xipolleig	ʃ i p u ʎ 'ɛ t ʃ	ʃ i p u ʎ 'ɛ tʃ
xistorra	ʃ i s t 'ɔ r ə	ʃ i s t 'o r ə
xiuxiuejar	ʃ i w ʃ i w ə ʒ 'a	ʃ i w k s i w ə ʒ 'a
xop	ʃ 'o p	ʃ 'ɔ p
xou	ʃ 'ɔ w	ʃ 'o w
zirconi	z i r k 'ɔ n i	z i r k 'o n i
zumzeig	z u m z 'ɛ t ʃ	z u m z 'ɛ tʃ
de	d 'ə	d ə
que	k 'ə	k ə
la	l 'ə	l ə
i	'i	i
a	'ə	ə
el	'ə l	ə l
per	p 'ə r	p ə r
un	'u n	u n
en	'ə n	ə n
les	l 'ə s	l ə s
els	'ə l s	ə l s
del	d 'ə l	d ə l
amb	'ə m	ə m b
al	'ə l	ə l
es	'ə s	ə s
El	'ə l	ə l
dels	d 'ə l s	d ə l s
hi	'i	i
La	l 'ə	l ə
o	'ɔ	'o
si	s 'i	s i
em	'ə m	ə m
li	l 'i	l i
tot	t 'o t	t 'ɔ t
seva	s 'e β ə	s 'ɛ β ə
ens	'ə n s	ə n s
Els	'ə l s	ə l s
A	'ə	ə
aquest	ə k 'ɛ t	ə k 'ɛ s t
als	'ə l s	ə l s
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
vaig	b 'a t ʃ	b 'a tʃ
En	'ə n	ə n
Per	p 'ə r	p ə r
Si	s 'i	s i
sense	s 'e n s ə	s 'ɛ n s ə
ho	'u	u
temps	t 'e m s	t 'ɛ m p s
De	d 'ə	d ə
pel	p 'ə l	p ə l
tots	t 'o t s	t 'ɔ t s
entre	'e n t ɾ ə	'ɛ n t ɾ ə
fet	f 'e t	f 'ɛ t
meva	m 'e β ə	m 'ɛ β ə
jo	ʒ 'ɔ	ʒ 'o
sempre	s 'e m p ɾ ə	s 'ɛ m p ɾ ə
I	'i	i
he	'e	'ɛ
us	'u s	u s
uns	'u n s	u n s
mateix	m ə t 'e ʃ	m ə t 'ɛ ʃ
cosa	k 'ɔ z ə	k 'o z ə
seves	s 'e β ə s	s 'ɛ β ə s
se	s 'ə	s ə
Un	'u n	u n
Les	l 'ə s	l ə s
sistema	s i s t 'e m ə	s i s t 'ɛ m ə
Em	'ə m	ə m
tota	t 'o t ə	t 'ɔ t ə
et	'ə t	ə t
mentre	m 'e n t ɾ ə	m 'ɛ n t ɾ ə
des	d 'e s	d 'ɛ s
Jo	ʒ 'ɔ	ʒ 'o
Es	'ə s	ə s
poder	p u ð 'ɛ	p u ð 'e
Al	'ə l	ə l
hores	'ɔ ɾ ə s	ə 'o ɾ ə s
aquell	ə k 'ɛ ʎ	ə k 'e ʎ
totes	t 'o t ə s	t 'ɔ t ə s
Aquest	ə k 'ɛ t	ə k 'ɛ s t
part	p 'a r t	p 'a r
coses	k 'ɔ z ə s	k 'o z ə s
setmana	s ə m m 'a n ə	s ə d m 'a n ə
Hi	'i	i
dona	d 'ɔ n ə	d 'o n ə
haver	ə β 'ɛ	ə β 'e
nom	n 'ɔ m	n 'o m
tenen	t 'e n ə n	t 'ɛ n ə n
Li	l 'i	l i
Amb	'ə m	ə m b
nens	n 'ɛ n s	n 'e n s
centre	s 'e n t ɾ ə	s 'ɛ n t ɾ ə
sota	s 'o t ə	s 'ɔ t ə
aquests	ə k 'ɛ t s	ə k 'ɛ s t s
bon	b 'ɔ n	b 'o n
ben	b 'e n	b 'ɛ n
pels	p 'ə l s	p ə l s
bona	b 'ɔ n ə	b 'o n ə
aquella	ə k 'ɛ ʎ ə	ə k 'e ʎ ə
saber	s ə β 'ɛ	s ə β 'e
mig	m 'i t ʃ	m 'i tʃ
mesos	m 'e z u s	m 'ɛ z u s
finestra	f i n 'e s t ɾ ə	f i n 'ɛ s t ɾ ə
cotxe	k 'o t ʃ ə	k 'ɔ t ʃ ə
compte	k 'o m t ə	k 'ɔ m p t ə
Ho	'u	u
moltes	m 'o l t ə s	m 'ɔ l t ə s
mateixa	m ə t 'e ʃ ə	m ə t 'ɛ ʃ ə
eren	'e ɾ ə n	'ɛ ɾ ə n
mes	m 'e s	m 'ɛ s
Queden	k 'e ð ə n	k 'ɛ ð ə n
web	b 'e p	s 'ɛ p
mort	m 'ɔ r t	m 'o r t
cos	k 'ɔ s	k 'o s
forma	f 'o r m ə	f 'ɔ r m ə
fora	f 'ɔ ɾ ə	f 'o ɾ ə
ve	b 'e	b 'ɛ
llei	ʎ 'e j	ʎ 'ɛ j
trenta	t ɾ 'ɛ n t ə	t ɾ 'e n t ə
sento	s 'e n t u	s 'ɛ n t u
He	'e	'ɛ
hora	'ɔ ɾ ə	ə 'o ɾ ə
Vaig	b 'a t ʃ	b 'a tʃ
se'n	s 'ə n	s 'ɛ n
parell	p ə ɾ 'ɛ ʎ	p ə ɾ 'e ʎ
Tot	t 'o t	t 'ɔ t
darrere	d ə r 'e ɾ ə	d ə r 'ɛ ɾ ə
teva	t 'e β ə	t 'ɛ β ə
