A	'ə	ə
oligàrquica	o l i ɣ 'a ɾ k i k ə	o l i ɣ ə ɾ k 'i k ə
oligàrquics	o l i ɣ 'a ɾ k i t s	o l i ɣ ə ɾ k 'i t s
ombra	'o m b ɾ ə	'ɔ m b ɾ ə
ombres	'o m b ɾ ə s	'ɔ m b ɾ ə s
òmicron	'ɔ m i k ɾ o n	ɔ m i k ɾ 'o n
omple	'o m p l ə	'ɔ m p l ə
omplen	'o m p l ə n	'ɔ m p l ə n
omples	'o m p l ə s	'ɔ m p l ə s
omplo	'o m p l o	'ɔ m p l o
oncle	'o ŋ k l ə	'ɔ ŋ k l ə
oncles	'o ŋ k l ə s	'ɔ ŋ k l ə s
onzes	'o n z ə s	'ɔ n z ə s
opta	'o t t ə	'ɔ t t ə
opten	'o t t ə n	'ɔ t t ə n
opto	'o t t o	'ɔ t t o
orca	'o ɾ k ə	'ɔ ɾ k ə
orde	'o ɾ ð ə	'ɔ ɾ ð ə
ordes	'o ɾ ð ə s	'ɔ ɾ ð ə s
ordre	'o ɾ ð ɾ ə	'ɔ ɾ ð ɾ ə
ordres	'o ɾ ð ɾ ə s	'ɔ ɾ ð ɾ ə s
orella	o ɾ 'ə ʎ ə	o ɾ 'e ʎ ə
orenga	o ɾ 'ə ŋ g ə	o ɾ 'ɛ ŋ g ə
ornament	o ɾ n ə m 'e n t	ɔ ɾ n ə m 'e n t
orques	'o ɾ k ə s	'ɔ ɾ k ə s
ortodoxa	o ɾ t o ð 'o t s ə	o ɾ t o ð 'ɔ t s ə
Òscar	'ɔ s k ə	ɔ s k 'a
òstria	'ɔ s t ɾ i ə	ɔ s t ɾ 'i ə
ou	'ɔ w	'o
ovella	o v 'ə ʎ ə	o v 'e ʎ ə
ovelles	o v 'ə ʎ ə s	o v 'e ʎ ə s
païts	p ə 'i t s	p ə 'i s
Pakistan	p ə k i s t 'a n	p ə z i s t 'a n
pakistanès	p ə k i s t ə n 'ə s	p ə z i s t ə n 'ə s
pakistanesa	p ə k i s t ə n 'ə z ə	p ə z i s t ə n 'ə z ə
pakistaneses	p ə k i s t ə n 'ə z ə s	p ə z i s t ə n 'ə z ə s
pakistanesos	p ə k i s t ə n 'ə z o s	p ə z i s t ə n 'ə z o s
palaí	p ə l ə 'i	p ə l 'a
pandèmia	p ə n d 'ɛ m i ə	p ə n d 'ə m i ə
pandemoni	p ə n d ə m 'ɔ n i	p ə n d ə m 'o n i
papagai	p ə p ə ɣ 'a j	p ə p ə ɣ 'a i
papiroflèxia	p ə p i ɾ o f l 'ɛ t s i ə	p ə p i ɾ o f l 'ə t s i ə
paradisíac	p ə ɾ ə ð i z 'i ə k	p ə ɾ ə ð i s 'i ə k
paranoic	p ə ɾ ə n 'ɔ j k	p ə ɾ ə n o 'i k
paraula	p ə ɾ 'a w l ə	p ə ɾ ə 'u l ə
parell	p ə ɾ 'ə ʎ	p ə ɾ 'e ʎ
parella	p ə ɾ 'ə ʎ ə	p ə ɾ 'e ʎ ə
parènquima	p ə ɾ 'ə ŋ k i m ə	p ə ɾ ə ŋ k 'i m ə
parer	p ə ɾ 'ə	p ə ɾ 'e
parisenc	p ə ɾ i z 'ə ŋ k	p ə ɾ i s 'ə ŋ k
pàrquing	p 'a ɾ k i ŋ k	p ə ɾ k 'i ŋ k
pasqüeta	p ə s k w 'ə t ə	p ə z ə w 'ə t ə
passaports	p ə s ə p 'ɔ ɾ s	p ə s ə p 'o ɾ s
patogènesi	p ə t o ʒ 'ɛ n ə z i	p ə t o ʒ 'ə n ə z i
patrimoni	p ə t ɾ i m 'ɔ n i	p ə t ɾ i m 'o n i
pedra	p 'e ð ɾ ə	p 'ə ð ɾ ə
pedres	p 'e ð ɾ ə s	p 'ə ð ɾ ə s
pego	p 'e ɣ o	p 'ə ɣ o
peguen	p 'e ɣ ə n	p 'ɛ ɣ ə n
peixos	p 'e ʃ o s	p 'ə ʃ o s
pèl	p 'ə l	p 'ɛ l
pèlag	p 'ɛ l ə k	p ə l 'a k
pendeloc	p ə n d ə l 'o k	p ə n d ə l 'ɔ k
penetra	p ə n 'e t ɾ ə	p ə n 'ə t ɾ ə
pengen	p 'e n ʒ ə n	p 'ɛ n ʒ ə n
penges	p 'e n ʒ ə s	p 'ɛ n ʒ ə s
penja	p 'e n ʒ ə	p 'ə n ʒ ə
penombra	p ə n 'o m b ɾ ə	p ə n 'ɔ m b ɾ ə
pens	p 'ə n s	p 'e n s
pequen	p 'e k ə n	p 'ɛ k ə n
pèr	p 'ɛ	p 'ə
pera	p 'ə ɾ ə	p 'e ɾ ə
Pere	p 'e ɾ ə	p 'ɛ ɾ ə
perenne	p ə ɾ 'e n n ə	p ə ɾ 'ə n n ə
peres	p 'ə ɾ ə s	p 'e ɾ ə s
perilloses	p ə ɾ i ʎ 'o z ə s	p ə ɾ i ʎ 'o s ə s
peritoneal	p ə ɾ i t o n e 'a l	p ə ɾ i t o n ə 'a l
peritoneals	p ə ɾ i t o n e 'a l s	p ə ɾ i t o n ə 'a l s
peritoneus	p ə ɾ i t o n 'ɛ w s	p ə ɾ i t o n ə 'u s
permeable	p ə ɾ m e 'a b b l ə	p ə ɾ ə e 'a b b l ə
permeables	p ə ɾ m e 'a b b l ə s	p ə ɾ ə e 'a b b l ə s
perpetu	p ə ɾ p 'ɛ t u	p ə ɾ p 'ə t u
Persèfone	p ə ɾ s 'ɛ f o n ə	p ə ɾ s 'ə f o n ə
perseguits	p ə ɾ s ə ɣ 'i t s	p ə ɾ s ə ɣ 'i s
persignada	p ə ɾ s i n n 'a ð ə	p ə ɾ s i ə n 'a ð ə
persignades	p ə ɾ s i n n 'a ð ə s	p ə ɾ s i ə n 'a ð ə s
persignar	p ə ɾ s i n n 'a	p ə ɾ s i ə n 'a
persignat	p ə ɾ s i n n 'a t	p ə ɾ s i ə n 'a t
persignats	p ə ɾ s i n n 'a t s	p ə ɾ s i ə n 'a t s
persuasió	p ə ɾ s u ə z i 'o	p ə ɾ s u ə s i 'o
persuasiu	p ə ɾ s u ə z 'i w	p ə ɾ s u ə s 'i w
persuasiva	p ə ɾ s u ə z 'i v ə	p ə ɾ s u ə s 'i v ə
pesa	p 'e z ə	p 'ə z ə
pesen	p 'e z ə n	p 'ə z ə n
peses	p 'e z ə s	p 'ə z ə s
pessebre	p ə s 'e β ɾ ə	p ə s 'ə β ɾ ə
petges	p 'e dʒ ə s	p 'ə dʒ ə s
petja	p 'e dʒ ə	p 'ə dʒ ə
pigarg	p i ɣ 'a ɾ k	p i ɣ 'a ɾ ə
pigment	p i m m 'e n t	p i ə m 'e n t
pintaungles	p i n t 'a w ŋ g l ə s	p i n t 'a u ŋ g l ə s
Pitiüses	p i t i 'u z ə s	p i t i 'u s ə s
piulada	p i w l 'a ð ə	p i u l 'a ð ə
piular	p i w l 'a	p i u l 'a
plaer	p l ə 'ə	p l ə 'e
plàncton	p l 'a ŋ t t o n	p l ə n s t 'o n
plebeu	p l ə β 'ɛ w	p l ə β 'ə w
plegues	p l 'ə ɣ ə s	p l 'ɛ ɣ ə s
plens	p l 'ə n s	p l 'e n s
plomo	p l 'o m o	p l 'ɔ m o
plores	p l 'ɔ ɾ ə s	p l 'o ɾ ə s
pneumàtic	n ə w m 'a t i k	p n ə w m 'a t i k
pneumàtica	n ə w m 'a t i k ə	p n ə w m 'a t i k ə
pneumàtics	n ə w m 'a t i t s	p n ə w m 'a t i t s
pneumònia	n ə w m 'ɔ n i ə	p n ə w m 'ɔ n i ə
poesia	p o ə z 'i ə	p o ə s 'i ə
polla	p 'o ʎ ə	p 'ɔ ʎ ə
poloni	p o l 'ɔ n i	p o l 'o n i
polpa	p 'o l p ə	p 'ɔ l p ə
poltre	p 'o l t ɾ ə	p 'ɔ l t ɾ ə
polze	p 'o l z ə	p 'ɔ l z ə
porpra	p 'o ɾ p ɾ ə	p 'ɔ ɾ p ɾ ə
porro	p 'o r o	p 'ɔ r o
porros	p 'o r o s	p 'ɔ r o s
posseïts	p o s ə 'i t s	p o s ə 'i s
precursor	p ɾ ə k u ɾ s 'o	p ɾ ə k u ə s 'o
precursora	p ɾ ə k u ɾ s 'o ɾ ə	p ɾ ə k u ə s 'o ɾ ə
precursores	p ɾ ə k u ɾ s 'o ɾ ə s	p ɾ ə k u ə s 'o ɾ ə s
prega	p ɾ 'e ɣ ə	p ɾ 'ə ɣ ə
prego	p ɾ 'e ɣ o	p ɾ 'ə ɣ o
prémer	p ɾ 'e m ə	p ɾ ə m 'e 
premsa	p ɾ 'e n s ə	p ɾ 'ə m z ə
prens	p ɾ 'ə n s	p ɾ 'e n s
presta	p ɾ 'e s t ə	p ɾ 'ə s t ə
presten	p ɾ 'e s t ə n	p ɾ 'ə s t ə n
prestes	p ɾ 'e s t ə s	p ɾ 'ə s t ə s
presto	p ɾ 'e s t o	p ɾ 'ə s t o
presumpció	p ɾ ə z u m s i 'o	p ɾ ə z u m p s i 'o
pretendre	p ɾ ə t 'e n d ɾ ə	p ɾ ə t 'ə n d ɾ ə
prevenda	p ɾ ə v 'ə n d ə	p ɾ ə v 'e n d ə
preveure	p ɾ ə v 'ə w ɾ ə	p ɾ ə v 'ɛ w ɾ ə
prínceps	p ɾ 'i n s ə t s	p ɾ i n s 'ə t s
problema	p ɾ o β l 'ɛ m ə	p ɾ o β l 'ə m ə
produïts	p ɾ o ð u 'i t s	p ɾ o ð u 'i s
prohom	p ɾ o 'o m	p ɾ o 'a m
prolixa	p ɾ o l 'i ʃ ə	p ɾ o l 'i t s ə
prona	p ɾ 'ɔ n ə	p ɾ 'o n ə
prones	p ɾ 'ɔ n ə s	p ɾ 'o n ə s
prosseguits	p ɾ o s ə ɣ 'i t s	p ɾ o s ə ɣ 'i s
protesta	p ɾ o t 'e s t ə	p ɾ o t 'ə s t ə
proveïts	p ɾ o v ə 'i t s	p ɾ o v ə 'i s
pseudònim	s ə w ð 'ɔ n i m	t s ə w ð 'ɔ n i m
pseudòpode	s ə w ð 'ɔ p o ð ə	t s ə w ð 'ɔ p o ð ə
pugnada	p u n n 'a ð ə	p u ə n 'a ð ə
pugnades	p u n n 'a ð ə s	p u ə n 'a ð ə s
pugnar	p u n n 'a	p u ə n 'a
púlsar	p 'u l s ə	p u l s 'a
queixa	k 'e ʃ ə	k 'ə ʃ ə
queixo	k 'e ʃ o	k 'ə ʃ o
re	r 'ə	r ə
reaparegut	r e ə p ə ɾ ə ɣ 'u t	r ə ə p ə ɾ ə ɣ 'u t
reapareguts	r e ə p ə ɾ ə ɣ 'u t s	r ə ə p ə ɾ ə ɣ 'u t s
reaparèixer	r e ə p ə ɾ 'ə ʃ ə	r ə ə p ə ɾ 'ə ʃ ə
reca	r 'e k ə	r 'ɛ k ə
recomptada	r ə k o m t 'a ð ə	r ə k o m o t 'a ð ə
recomptades	r ə k o m t 'a ð ə s	r ə k o m o t 'a ð ə s
recompte	r ə k 'o m t ə	r ə k 'ɔ m t ə
reconstruïts	r ə k o n s t ɾ u 'i t s	r ə k o n s t ɾ u 'i s
rècord	r 'ə k o ɾ t	r 'ɛ k o ɾ t
recorre	r ə k 'o r ə	r ə k 'ɔ r ə
recreatiu	r ə k ɾ e ə t 'i w	r ə k ɾ ə ə t 'i w
redempció	r ə ð ə m s i 'o	r ə ð ə m p s i 'o
reduïts	r ə ð u 'i t s	r ə ð u 'i s
rees	r 'ɛ ə s	r 'e ə s
refet	r ə f 'e t	r ə f 'ə t
refeta	r ə f 'e t ə	r ə f 'ə t ə
reforma	r ə f 'o ɾ m ə	r ə f 'ɔ ɾ m ə
refringir	r ə f ɾ i n ʒ 'i	r ə f ɾ i ŋ g 'i
règies	r 'ə ʒ i ə s	r 'ɛ ʒ i ə s
règim	r 'ə ʒ i m	r 'ɛ ʒ i m
regla	r 'e g g l ə	r 'ə g g l ə
regles	r 'e g g l ə s	r 'ɛ ɣ l ə s
regna	r 'e n n ə	r 'ə n n ə
regne	r 'e n n ə	r 'ə n n ə
regnen	r 'e n n ə n	r 'ə n n ə n
regnes	r 'e n n ə s	r 'ə n n ə s
reguen	r 'ə ɣ ə n	r 'ɛ ɣ ə n
reiteració	r ə i t ə ɾ ə s i 'o	r ə j t ə ɾ ə s i 'o
reiterada	r ə i t ə ɾ 'a ð ə	r ə j t ə ɾ 'a ð ə
reiterades	r ə i t ə ɾ 'a ð ə s	r ə j t ə ɾ 'a ð ə s
reiterar	r ə i t ə ɾ 'a	r ə j t ə ɾ 'a
reiterat	r ə i t ə ɾ 'a t	r ə j t ə ɾ 'a t
reiterats	r ə i t ə ɾ 'a t s	r ə j t ə ɾ 'a t s
reivindicació	r ə i v i n d i k ə s i 'o	r ə j v i n d i k ə s i 'o
reivindicada	r ə i v i n d i k 'a ð ə	r ə j v i n d i k 'a ð ə
reivindicades	r ə i v i n d i k 'a ð ə s	r ə j v i n d i k 'a ð ə s
reivindicar	r ə i v i n d i k 'a	r ə j v i n d i k 'a
reivindicat	r ə i v i n d i k 'a t	r ə j v i n d i k 'a t
reivindicats	r ə i v i n d i k 'a t s	r ə j v i n d i k 'a t s
reixa	r 'e ʃ ə	r 'ə ʃ ə
reïxes	r ə 'i ʃ ə s	r ə 'i ə s
rella	r 'ə ʎ ə	r 'e ʎ ə
relles	r 'ə ʎ ə s	r 'e ʎ ə s
relleu	r ə ʎ 'e w	r ə ʎ 'ə w
remo	r 'e m o	r 'ə m o
rèmol	r 'ɛ m o l	r 'ə m o l
renebot	r ə n ə β 'o t	r ə n ə β 'ɔ t
renec	r ə n 'e k	r ə n 'ɛ k
renou	r ə n 'ɔ w	r ə n 'o
renten	r 'e n t ə n	r 'ɛ n t ə n
reposapeus	r ə p o z ə p 'ɛ w s	r ə p o z ə p ə 'u s
reproduïts	r ə p ɾ o ð u 'i t s	r ə p ɾ o ð u 'i s
rere	r 'e ɾ ə	r 'ɛ ɾ ə
resa	r 'e z ə	r 'ə z ə
resclosa	r ə s k l 'ɔ z ə	r ə s k l 'o z ə
resen	r 'e z ə n	r 'ə z ə n
resignar	r ə z i n n 'a	r ə z i ə n 'a
reso	r 'e z o	r 'ə z o
resseguits	r ə s ə ɣ 'i t s	r ə s ə ɣ 'i s
resta	r 'e s t ə	r 'ə s t ə
resten	r 'e s t ə n	r 'ə s t ə n
restes	r 'e s t ə s	r 'ə s t ə s
rètol	r 'ɛ t o l	r 'ə t o l
retreure	r ə t ɾ 'ə w ɾ ə	r ə t ɾ 'ɛ w ɾ ə
retroperitoneal	r ə t ɾ o p ə ɾ i t o n e 'a l	r ə t ɾ o p ə ɾ i t o n ə 'a l
retroperitoneals	r ə t ɾ o p ə ɾ i t o n e 'a l s	r ə t ɾ o p ə ɾ i t o n ə 'a l s
reusenc	r ə w z 'ə ŋ k	r ə w s 'ə ŋ k
reverend	r ə v ə ɾ 'e n t	r ə v ə ɾ 'ə n t
revetlla	r ə v 'e ʎ ʎ ə	r ə v 'ə ʎ ʎ ə
revetla	r ə v 'e l l ə	r ə v 'ə l l ə
reveure	r ə v 'ə w ɾ ə	r ə v 'ɛ w ɾ ə
Ribagorça	r i β ə ɣ 'o ɾ s ə	r i β ə ɣ 'ɔ ɾ s ə
Ricosind	r i k o z 'i n t	r i k o z 'i n ə
rombe	r 'o m b ə	r 'ɔ m b ə
rombes	r 'o m b ə s	r 'ɔ m b ə s
rompre	r 'o m p ɾ ə	r 'ɔ m p ɾ ə
ronca	r 'o ŋ k ə	r 'ɔ ŋ k ə
ronda	r 'o n d ə	r 'ɔ n d ə
rondes	r 'o n d ə s	r 'ɔ n d ə s
rosegaaltars	r o z ə ɣ ə ə l t 'a s	r o z ə ɣ e ə l t 'a s
rossos	r 'o s o s	r 'ɔ s o s
rotonda	r o t 'o n d ə	r o t 'ɔ n d ə
roure	r 'o w ɾ ə	r o 'u ɾ ə
roureda	r o w ɾ 'ə ð ə	r o u ɾ 'ə ð ə
rovell	r o v 'ə ʎ	r o v 'e ʎ
rúfol	r 'u f o l	r u f 'ɔ l
ruixada	r u ʃ 'a ð ə	r i ʃ 'a ð ə
ruixat	r u ʃ 'a t	r i ʃ 'a t
ruixats	r u ʃ 'a t s	r i ʃ 'a t s
sa	s 'ə	s ə
saber	s ə β 'ə	s ə β 'e
sainet	s ə j n 'ə t	s ə i n 'ə t
sancionin	s ə n s i 'ɔ n i n	s ə n s i 'o n i n
sanglot	s ə ŋ g l 'o t	s ə ŋ g l 'ɔ t
sanguini	s ə ŋ g 'i n i	s ə ŋ g w 'i n i
sarg	s 'a ɾ k	s 'a ɾ ə
sarraí	s ə r ə 'i	s ə r 'a
sastressa	s ə s t ɾ 'ə s ə	s ə s t ɾ 'e s ə
seaborgi	s e ə β 'ɔ ɾ ʒ i	s ə ə β 'ɔ ɾ ʒ i
sega	s 'e ɣ ə	s 'ə ɣ ə
sègol	s 'ɛ ɣ o l	s 'ə ɣ o l
Segre	s 'ə ɣ ɾ ə	s 'ɛ ɣ ɾ ə
segrest	s ə ɣ ɾ 'e s t	s ə ɣ ɾ 'ə s t
segues	s 'ə ɣ ə s	s 'ɛ ɣ ə s
seguits	s ə ɣ 'i t s	s ə ɣ 'i s
sembra	s 'e m b ɾ ə	s 'ə m b ɾ ə
semestre	s ə m 'e s t ɾ ə	s ə m 'ə s t ɾ ə
seminoma	s ə m i n 'ɔ m ə	s ə m i n 'o m ə
seminomes	s ə m i n 'ɔ m ə s	s ə m i n 'o m ə s
sempre	s 'e m p ɾ ə	s 'ə m p ɾ ə
sénia	s 'e n i ə	s ə n 'i ə
sens	s 'ə n s	s 'e n s
sense	s 'e n s ə	s 'ə n s ə
senten	s 'e n t ə n	s 'ɛ n t ə n
sento	s 'e n t o	s 'ɛ n t o
sépia	s 'e p i ə	s ə p 'i ə
sequoia	s ə k w 'ɔ j ə	s ə k 'ɔ j ə
sèsam	s 'ɛ z ə m	s 'ə z ə m
setembre	s ə t 'e m b ɾ ə	s ə t 'ə m b ɾ ə
setge	s 'e dʒ ə	s 'ə dʒ ə
setges	s 'e dʒ ə s	s 'ə dʒ ə s
seua	s 'e w ə	s 'ə w ə
seure	s 'ə w ɾ ə	s 'ɛ w ɾ ə
seva	s 'e v ə	s 'ə v ə
sèver	s 'ɛ v ə	s ə v 'e 
seves	s 'e v ə s	s 'ə v ə s
siboc	s i β 'o k	s i β 'ɔ k
signada	s i n n 'a ð ə	s i ə n 'a ð ə
signades	s i n n 'a ð ə s	s i ə n 'a ð ə s
signar	s i n n 'a	s i ə n 'a
Silèsia	s i l 'ɛ z i ə	s i l 'ə z i ə
sinagoga	s i n ə ɣ 'o ɣ ə	s i n ə ɣ 'ɔ ɣ ə
síndria	s 'i n d ɾ i ə	s i n d ɾ 'i ə
síndrome	s 'i n d ɾ o m ə	s i n d ɾ 'ɔ m ə
sisè	s i z 'ə	s i s 'ə
sistema	s i s t 'e m ə	s i s t 'ə m ə
sobre	s 'o β ɾ ə	s 'ɔ β ɾ ə
sobta	s 'o t t ə	s 'ɔ t t ə
sofre	s 'o f ɾ ə	s 'ɔ f ɾ ə
solell	s o l 'ə ʎ	s o l 'e ʎ
solquen	s 'o l k ə n	s 'ɔ l k ə n
sonda	s 'o n d ə	s 'ɔ n d ə
sondes	s 'o n d ə s	s 'ɔ n d ə s
sones	s 'ɔ n ə s	s 'o n ə s
sopa	s 'o p ə	s 'ɔ p ə
sopen	s 'o p ə n	s 'ɔ p ə n
sopes	s 'o p ə s	s 'ɔ p ə s
sorda	s 'o ɾ ð ə	s 'ɔ ɾ ð ə
sordes	s 'o ɾ ð ə s	s 'ɔ ɾ ð ə s
sorna	s 'o ɾ n ə	s 'ɔ ɾ n ə
sostre	s 'o s t ɾ ə	s 'ɔ s t ɾ ə
sostres	s 'o s t ɾ ə s	s 'ɔ s t ɾ ə s
sostreure	s o s t ɾ 'ə w ɾ ə	s o s t ɾ 'ɛ w ɾ ə
sota	s 'o t ə	s 'ɔ t ə
sous	s 'ɔ w s	s 'o u s
subratllades	s u β ɾ ə l ʎ ʎ 'a ð ə s	s u β ɾ ə ʎ ʎ 'a ð ə s
subscriure	s u p s k ɾ 'i w ɾ ə	s u t s k ɾ 'i w ɾ ə
substància	s u p s t 'a n s i ə	s u t s t 'a n s i ə
substantiu	s u p s t ə n t 'i w	s u t s t ə n t 'i w
substantius	s u p s t ə n t 'i w s	s u t s t ə n t 'i w s
succeïts	s u t s ə 'i t s	s u t s ə 'i s
súcube	s 'u k u β ə	s u k 'u β ə
Suècia	s u 'ə s i ə	s u t s i ə
súper	s 'u p ə	s u p 'e 
Tadjikistan	t ə dʒ i k i s t 'a n	t ə ð ʒ i k i s t 'a n
tàlveg	t 'a l v ə k	t 'a l v ə ɣ
tangent	t ə n ʒ 'e n t	t ə ŋ g 'e n t
tanoca	t ə n 'o k ə	t ə n 'ɔ k ə
tàtar	t 'a t ə	t ə t 'a
tecla	t 'e k l ə	t 'ɛ k l ə
tecles	t 'e k l ə s	t 'ɛ k l ə s
telèfon	t ə l 'ɛ f o n	t ə l 'ə f o n
telèfons	t ə l 'ɛ f o n s	t ə l ə f 'o n s
telègraf	t ə l 'ɛ ɣ ɾ ə f	t ə l 'ə ɣ ɾ ə f
tema	t 'e m ə	t 'ə m ə
temen	t 'e m ə n	t 'ə m ə n
témer	t 'e m ə	t ə m 'e 
temes	t 'e m ə s	t 'ə m ə s
temo	t 'e m o	t 'ə m o
tempesta	t ə m p 'e s t ə	t ə m p 'ə s t ə
templa	t 'e m p l ə	t 'ə m p l ə
temple	t 'e m p l ə	t 'ə m p l ə
temples	t 'e m p l ə s	t 'ə m p l ə s
tendenciosa	t ə n d ə n s i 'o z ə	t ə n d ə n s i 'o s ə
tendencioses	t ə n d ə n s i 'o z ə s	t ə n d ə n s i 'o s ə s
tendenciosos	t ə n d ə n s i 'o z o s	t ə n d ə n s i 'o s o s
tenebra	t ə n 'e β ɾ ə	t ə n 'ə β ɾ ə
tenebres	t ə n 'e β ɾ ə s	t ə n 'ə β ɾ ə s
tenen	t 'e n ə n	t 'ə n ə n
téntol	t 'e n t o l	t ə n t 'ɔ l
termogènesi	t ə ɾ m o ʒ 'ɛ n ə z i	t ə ɾ m o ʒ 'ə n ə z i
terrestre	t ə r 'e s t ɾ ə	t ə r 'ə s t ɾ ə
terrestres	t ə r 'e s t ɾ ə s	t ə r 'ə s t ɾ ə s
Teseu	t ə z 'ɛ w	t ə s 'ɛ w
testimoni	t ə s t i m 'ɔ n i	t ə s t i m 'o n i
tètan	t 'ɛ t ə n	t ə t 'a n
tètanus	t 'ɛ t ə n u s	t ə t ə n 'u s
tètol	t 'ɛ t o l	t 'ə t o l
teva	t 'e v ə	t 'ə v ə
teves	t 'e v ə s	t 'ə v ə s
titlada	t i l l 'a ð ə	t i o l 'a ð ə
titlades	t i l l 'a ð ə s	t i o l 'a ð ə s
tomba	t 'o m b ə	t 'ɔ m b ə
tomben	t 'o m b ə n	t 'ɔ m b ə n
tombes	t 'o m b ə s	t 'ɔ m b ə s
tonya	t 'ɔ ɲ ə	t 'o ɲ ə
topa	t 'o p ə	t 'ɔ p ə
topen	t 'o p ə n	t 'ɔ p ə n
topo	t 'o p o	t 'ɔ p o
torba	t 'o ɾ β ə	t 'ɔ ɾ β ə
torben	t 'o ɾ β ə n	t 'ɔ ɾ β ə n
torna	t 'o ɾ n ə	t 'ɔ ɾ n ə
tornen	t 'o ɾ n ə n	t 'ɔ ɾ n ə n
tornes	t 'o ɾ n ə s	t 'ɔ ɾ n ə s
torno	t 'o ɾ n o	t 'ɔ ɾ n o
torra	t 'ɔ r ə	t 'o r ə
torraina	t o r 'a j n ə	t o r 'a i n ə
torre	t 'o r ə	t 'ɔ r ə
tosca	t 'o s k ə	t 'ɔ s k ə
tota	t 'o t ə	t 'ɔ t ə
totes	t 'o t ə s	t 'ɔ t ə s
totxo	t 'o tʃ o	t 'ɔ tʃ o
traduïts	t ɾ ə ð u 'i t s	t ɾ ə ð u 'i s
traïts	t ɾ ə 'i t s	t ɾ ə 'i s
transbord	t ɾ ə n z β 'o ɾ t	t ɾ ə n s u 'o ɾ t
tràquea	t ɾ 'a k e ə	t ɾ 'a k ə ə
traqueal	t ɾ ə k e 'a l	t ɾ ə k ə 'a l
traqueals	t ɾ ə k e 'a l s	t ɾ ə k ə 'a l s
trèmol	t ɾ 'ɛ m o l	t ɾ 'ə m o l
tremp	t ɾ 'e m p	t ɾ 'ə m p
Tremp	t ɾ 'e m p	t ɾ 'ə m p
trenqui	t ɾ 'ɛ ŋ k i	t ɾ 'ə ŋ k i
trenquin	t ɾ 'ɛ ŋ k i n	t ɾ 'ə ŋ k i n
trenquis	t ɾ 'ɛ ŋ k i s	t ɾ 'ə ŋ k i s
trens	t ɾ 'ə n s	t ɾ 'e n s
trepa	t ɾ 'e p ə	t ɾ 'ə p ə
trepes	t ɾ 'e p ə s	t ɾ 'ə p ə s
trepig	t ɾ ə p 'i tʃ	t ɾ ə p 'i ə
tret	t ɾ 'e t	t ɾ 'ə t
treta	t ɾ 'e t ə	t ɾ 'ə t ə
tretes	t ɾ 'e t ə s	t ɾ 'ə t ə s
trets	t ɾ 'e t s	t ɾ 'ə t s
tretze	t ɾ 'e d z ə	t ɾ 'ə d z ə
treure	t ɾ 'ə w ɾ ə	t ɾ 'ɛ w ɾ ə
treus	t ɾ 'ɛ w s	t ɾ ə 'u s
treva	t ɾ 'e v ə	t ɾ 'ə v ə
Trèveris	t ɾ 'ɛ v ə ɾ i s	t ɾ 'ə v ə ɾ i s
trimestre	t ɾ i m 'e s t ɾ ə	t ɾ i m 'ə s t ɾ ə
tromba	t ɾ 'o m b ə	t ɾ 'ɔ m b ə
trompa	t ɾ 'o m p ə	t ɾ 'ɔ m p ə
trompes	t ɾ 'o m p ə s	t ɾ 'ɔ m p ə s
tropa	t ɾ 'o p ə	t ɾ 'ɔ p ə
tropes	t ɾ 'o p ə s	t ɾ 'ɔ p ə s
tsar	t s 'a	ə z 'a
uigur	u j ɣ 'u	u i ɣ 'u
ull	'u j	'u ʎ
ultimàtum	u l t i m 'a t u m	u l t i m ə t 'u m
València	v ə l 'ɛ n s i ə	v ə l 'ə n s i ə
valer	v ə l 'ə	v ə l 'e
ve	v 'e	v 'ə
venda	v 'ə n d ə	v 'e n d ə
Venècia	v ə n 'ɛ s i ə	v ə n 'ə s i ə
vènet	v 'ɛ  n ə t	v 'ə n ə t
vènia	v 'ɛ  n i ə	v 'ɛ n i ə
ventrell	v ə n t ɾ 'ə ʎ	v ə n t ɾ 'e ʎ
Venus	v 'ɛ n u s	v 'ə n u s
vespa	v 'e s p ə	v 'ə s p ə
vespre	v 'e s p ɾ ə	v 'ə s p ɾ ə
vetlla	v 'e ʎ ʎ ə	v 'ə ʎ ʎ ə
vetla	v 'e l l ə	v 'ə l l ə
veure	v 'ə w ɾ ə	v 'ɛ w ɾ ə
Vicent	v i s 'ɛ n t	v i s 'e n t
vicesecretari	v i s ə s ə k ɾ ə t 'a ɾ i	v i s ə z ə k ɾ ə t 'a ɾ i
vigència	v i ʒ 'ɛ  n s i ə	v i ʒ 'ɛ n s i ə
vigèsim	v i ʒ 'ɛ  z i m	v i ʒ 'ɛ z i m
violència	v i o l 'ɛ  n s i ə	v i o l 'ɛ n s i ə
viuda	v 'i w ð ə	v i 'u ð ə
voler	v o l 'ə	v o l 'e
voto	v 'o t o	v 'ɔ t o
vuitada	v u j t 'a ð ə	v u i t 'a ð ə
vuitanta	v u j t 'a n t ə	v u i t 'a n t ə
wiki	b 'i k i	ə 'i k i
Xangai	ʃ ə ŋ g 'a j	ʃ ə ŋ g 'a i
xeic	ʃ 'e j k	ʃ 'ə j k
xíndria	ʃ 'i n d ɾ i ə	ʃ i n d ɾ 'i ə
xistorra	ʃ i s t 'ɔ r ə	ʃ i s t 'o r ə
