A	'ə	ə
empren	'e m p ɾ ə n	'ɛ m p ɾ ə n
emularem	ə m u l ə ɾ 'ə m	ə m u l ə ɾ 'ɛ m
emulem	ə m u l 'ə m	ə m u l 'ɛ m
ena	'e n ə	'ə n ə
encantarem	ə ŋ k ə n t ə ɾ 'ə m	ə ŋ k ə n t ə ɾ 'ɛ m
encapritxar	ə ŋ k ə p ɾ i t ʃ 'a	ə ŋ k ə p ɾ i tʃ 'a
encaputxar	ə ŋ k ə p u t ʃ 'a	ə ŋ k ə p u tʃ 'a
encaputxat	ə ŋ k ə p u t ʃ 'a t	ə ŋ k ə p u tʃ 'a t
encendre	ə n s 'e n d ɾ ə	ə n s 'ə n d ɾ ə
encoratjada	ə ŋ k o ɾ ə d ʒ 'a ð ə	ə ŋ k o ɾ ə dʒ 'a ð ə
encoratjades	ə ŋ k o ɾ ə d ʒ 'a ð ə s	ə ŋ k o ɾ ə dʒ 'a ð ə s
encoratjador	ə ŋ k o ɾ ə d ʒ ə ð 'o	ə ŋ k o ɾ ə dʒ ə ð 'o
encoratjar	ə ŋ k o ɾ ə d ʒ 'a	ə ŋ k o ɾ ə dʒ 'a
encoratjat	ə ŋ k o ɾ ə d ʒ 'a t	ə ŋ k o ɾ ə dʒ 'a t
encoratjats	ə ŋ k o ɾ ə d ʒ 'a t s	ə ŋ k o ɾ ə dʒ 'a t s
endarrere	ə n d ə r 'e ɾ ə	ə n d ə r 'ə ɾ ə
endèmic	ə n d 'ɛ m i k	ə n d 'ə m i k
endèmica	ə n d 'ɛ m i k ə	ə n d 'ə m i k ə
endèmics	ə n d 'ɛ m i t s	ə n d 'ə m i t s
endèmiques	ə n d 'ɛ m i k ə s	ə n d 'ə m i k ə s
ene	'e n ə	'ə n ə
engatjar	ə ŋ g ə d ʒ 'a	ə ŋ g ə dʒ 'a
enlletgir	ə n ʎ ə d ʒ 'i	ə n ʎ ə dʒ 'i
enmig	ə m m 'i t ʃ	ə m m 'i k
enorme	ə n 'o ɾ m ə	ə n 'ɔ ɾ m ə
enormes	ə n 'o ɾ m ə s	ə n 'ɔ ɾ m ə s
enquesta	ə ŋ k 'e s t ə	ə ŋ k 'ə s t ə
ensitjada	ə n s i d ʒ 'a ð ə	ə n s i dʒ 'a ð ə
ensitjades	ə n s i d ʒ 'a ð ə s	ə n s i dʒ 'a ð ə s
ensitjar	ə n s i d ʒ 'a	ə n s i dʒ 'a
ensitjarà	ə n s i d ʒ ə ɾ 'a	ə n s i dʒ ə ɾ 'a
ensitjat	ə n s i d ʒ 'a t	ə n s i dʒ 'a t
ensitjats	ə n s i d ʒ 'a t s	ə n s i dʒ 'a t s
entelèquia	ə n t ə l 'ə k i ə	ə n t ə l 'ɛ k i ə
entendre	ə n t 'e n d ɾ ə	ə n t 'ə n d ɾ ə
èntesi	'ɛ n t ə z i	'ə n t ə z i
entre	'e n t ɾ ə	'ə n t ɾ ə
entren	'e n t ɾ ə n	'ə n t ɾ ə n
entres	'e n t ɾ ə s	'ə n t ɾ ə s
entro	'e n t ɾ o	'ə n t ɾ o
enuig	ə n 'u t ʃ	ə n 'u tʃ
enutjada	ə n u d ʒ 'a ð ə	ə n u dʒ 'a ð ə
enutjades	ə n u d ʒ 'a ð ə s	ə n u dʒ 'a ð ə s
enutjar	ə n u d ʒ 'a	ə n u dʒ 'a
enutjat	ə n u d ʒ 'a t	ə n u dʒ 'a t
enutjats	ə n u d ʒ 'a t s	ə n u dʒ 'a t s
enutjós	ə n u d ʒ 'o s	ə n u dʒ 'o s
epèntesi	ə p 'ɛ n t ə z i	ə p 'ə n t ə z i
epicens	ə p i s 'ə n s	ə p i s 'e n s
epitèlic	ə p i t 'ɛ l i k	ə p i t 'ə l i k
epitèlica	ə p i t 'ɛ l i k ə	ə p i t 'ə l i k ə
epitèlics	ə p i t 'ɛ l i t s	ə p i t 'ə l i t s
epitèliques	ə p i t 'ɛ l i k ə s	ə p i t 'ə l i k ə s
eqüestre	ə k w 'e s t ɾ ə	ə k w 'ə s t ɾ ə
equiparem	ə k i p ə ɾ 'ə m	ə k i p ə ɾ 'ɛ m
equipatge	ə k i p 'a d ʒ ə	ə k i p 'a dʒ ə
equivaler	ə k i v ə l 'ə	ə k i v ə l 'e
equivoco	ə k i v 'o k o	ə k i v 'ɔ k o
erèctil	ə ɾ 'ə t t i l	ə ɾ 'ɛ t t i l
eren	'e ɾ ə n	'ɛ ɾ ə n
erroni	ə r 'ɔ n i	ə r 'o n i
escaguitxar	ə s k ə ɣ i t ʃ 'a	ə s k ə ɣ i tʃ 'a
escaig	ə s k 'a t ʃ	ə s k 'a tʃ
escalens	ə s k ə l 'ə n s	ə s k ə l 'e n s
escaparem	ə s k ə p ə ɾ 'ə m	ə s k ə p ə ɾ 'ɛ m
escapem	ə s k ə p 'ə m	ə s k ə p 'ɛ m
escènic	ə t s 'ɛ n i k	ə t s 'ə n i k
escènica	ə t s 'ɛ n i k ə	ə t s 'ə n i k ə
escènics	ə t s 'ɛ n i t s	ə t s 'ə n i t s
escèniques	ə t s 'ɛ n i k ə s	ə t s 'ə n i k ə s
esclavatge	ə s k l ə v 'a d ʒ ə	ə s k l ə v 'a dʒ ə
escletxa	ə s k l 'e t ʃ ə	ə s k l 'ə tʃ ə
escolta	ə s k 'o l t ə	ə s k 'ɔ l t ə
escombra	ə s k 'o m b ɾ ə	ə s k 'ɔ m b ɾ ə
escreix	ə s k ɾ 'e ʃ	ə s k ɾ 'ɛ ʃ
escrot	ə s k ɾ 'o t	ə s k ɾ 'ɔ t
esfèric	ə s f 'ɛ ɾ i k	ə s f 'ə ɾ i k
esfèrica	ə s f 'ɛ ɾ i k ə	ə s f 'ə ɾ i k ə
Eslovènia	ə z l o v 'ɛ n i ə	ə z l o v 'ə n i ə
esment	ə z m 'e n t	e z m 'e n t
espadatxí	ə s p ə ð ə t ʃ 'i	ə s p ə ð ə tʃ 'i
espagueti	ə s p ə ɣ 'ɛ t i	ə s p ə ɣ 'ə t i
espatla	ə s p 'a l l ə	ə s p 'a l ə
espatlar	ə s p ə l l 'a	ə s p ə t l 'a
espatles	ə s p 'a l l ə s	ə s p 'a dʒ ə s
espatlla	ə s p 'a ʎ ʎ ə	ə s p 'a l l ə
espatllada	ə s p ə ʎ ʎ 'a ð ə	ə s p ə l l 'a ð ə
espatllades	ə s p ə ʎ ʎ 'a ð ə s	ə s p ə l l 'a ð ə s
espatllar	ə s p ə ʎ ʎ 'a	ə s p ə l l 'a
espatllat	ə s p ə ʎ ʎ 'a t	ə s p ə l l 'a t
espatllats	ə s p ə ʎ ʎ 'a t s	ə s p ə l l 'a t s
espatlles	ə s p 'a ʎ ʎ ə s	ə s p 'a l l ə s
espatllut	ə s p ə ʎ ʎ 'u t	ə s p ə l l 'u t
espectre	ə s p 'e t t ɾ ə	ə s p 'ɛ t t ɾ ə
espigarem	ə s p i ɣ ə ɾ 'ə m	ə s p i ɣ ə ɾ 'ɛ m
espiguem	ə s p i ɣ 'ə m	ə s p i ɣ 'ɛ m
espinavessa	ə s p i n ə v 'ə s ə	ə s p i n ə v 'e s ə
espionatge	ə s p i o n 'a d ʒ ə	ə s p i o n 'a dʒ ə
espona	ə s p 'ɔ n ə	ə s p 'o n ə
esquelètic	ə s k ə l 'ɛ t i k	ə s k ə l 'ə t i k
esquetx	ə s k 'e t ʃ	ə s k 'ɛ tʃ
esquitllar	ə s k i ʎ ʎ 'a	ə s k i l l 'a
esquitx	ə s k 'i t ʃ	ə s k 'i tʃ
esquitxada	ə s k i t ʃ 'a ð ə	ə s k i tʃ 'a ð ə
esquitxades	ə s k i t ʃ 'a ð ə s	ə s k i tʃ 'a ð ə s
esquitxar	ə s k i t ʃ 'a	ə s k i tʃ 'a
esquitxat	ə s k i t ʃ 'a t	ə s k i tʃ 'a t
esquitxats	ə s k i t ʃ 'a t s	ə s k i tʃ 'a t s
esquitxó	ə s k i t ʃ 'o	ə s k i tʃ 'o
esquizofrènia	ə s k i z o f ɾ 'ɛ n i ə	ə s k i z o f ɾ 'ə n i ə
essa	'ə s ə	'e s ə
esser	ə s 'ə	ə s 'e
esta	'e s t ə	'ə s t ə
estacarem	ə s t ə k ə ɾ 'ə m	ə s t ə k ə ɾ 'ɛ m
estaquem	ə s t ə k 'ə m	ə s t ə k 'ɛ m
estendre	ə s t 'e n d ɾ ə	ə s t 'ə n d ɾ ə
estèril	ə s t 'ɛ ɾ i l	ə s t 'ə ɾ i l
estètic	ə s t 'ɛ t i k	ə s t 'ə t i k
estiatge	ə s t i 'a d ʒ ə	ə s t i 'a dʒ ə
estofa	ə s t 'o f ə	ə s t 'ɔ f ə
estoig	ə s t 'ɔ t ʃ	ə s t 'ɔ tʃ
estotjar	ə s t o d ʒ 'a	ə s t o dʒ 'a
estramoni	ə s t ɾ ə m 'ɔ n i	ə s t ɾ ə m 'o n i
estrateg	ə s t ɾ ə t 'e k	ə s t ɾ ə t 'ɛ ʒ
estratègia	ə s t ɾ ə t 'ə ʒ i ə	ə s t ɾ ə t 'ɛ ʒ i ə
estropiarem	ə s t ɾ o p i ə ɾ 'ə m	ə s t ɾ o p i ə ɾ 'ɛ m
estropiem	ə s t ɾ o p i 'ə m	ə s t ɾ o p i 'ɛ m
ètica	'ɛ t i k ə	'ə t i k ə
etiquetatge	ə t i k ə t 'a d ʒ ə	ə t i k ə t 'a dʒ ə
etiquetatges	ə t i k ə t 'a d ʒ ə s	ə t i k ə t 'a dʒ ə s
eufoni	ə w f 'ɔ n i	ə w f 'o n i
eurocèntric	ə w ɾ o s 'ɛ n t ɾ i k	ə w ɾ o s 'ə n t ɾ i k
evangèlic	ə v ə n ʒ 'ɛ l i k	ə v ə n ʒ 'ə l i k
evangèlica	ə v ə n ʒ 'ɛ l i k ə	ə v ə n ʒ 'ə l i k ə
evangèlics	ə v ə n ʒ 'ɛ l i t s	ə v ə n ʒ 'ə l i t s
evangèliques	ə v ə n ʒ 'ɛ l i k ə s	ə v ə n ʒ 'ə l i k ə s
evidència	ə v i ð 'ɛ n s i ə	ə v i ð 'ə n s i ə
evolucionis	ə v o l u s i 'ɔ n i s	ə v o l u s i 'o n i s
exsenador	ə t s ə n ə ð 'o	ə s ə n ə ð 'o
exsoviètica	ə t s o v i 'ɛ t i k ə	ə s o v i 'ə t i k ə
fagosoma	f ə ɣ o z 'ɔ m ə	f ə ɣ o z 'o m ə
faltarem	f ə l t ə ɾ 'ə m	f ə l t ə ɾ 'ɛ m
faltem	f ə l t 'ə m	f ə l t 'ɛ m
fantasia	f ə n t ə z 'i ə	f ə n t ə s 'i ə
fantasies	f ə n t ə z 'i ə s	f ə n t ə s 'i ə s
fardatxo	f ə ɾ ð 'a t ʃ o	f ə ɾ ð 'a tʃ o
farmacèutic	f ə ɾ m ə s 'ə w t i k	f ə ɾ m ə s 'ɛ w t i k
farmacèutica	f ə ɾ m ə s 'ə w t i k ə	f ə ɾ m ə s 'ɛ w t i k ə
farmacèutics	f ə ɾ m ə s 'ə w t i t s	f ə ɾ m ə s 'ɛ w t i t s
farmacèutiques	f ə ɾ m ə s 'ə w t i k ə s	f ə ɾ m ə s 'ɛ w t i k ə s
farratge	f ə r 'a d ʒ ə	f ə r 'a dʒ ə
farratjar	f ə r ə d ʒ 'a	f ə r ə dʒ 'a
farratjó	f ə r ə d ʒ 'o	f ə r ə dʒ 'o
farts	f 'a ɾ s	f 'a ɾ t s
fatxada	f ə t ʃ 'a ð ə	f ə tʃ 'a ð ə
fatxades	f ə t ʃ 'a ð ə s	f ə tʃ 'a ð ə s
feble	f 'e b b l ə	f 'ə b b l ə
febles	f 'e b b l ə s	f 'ə b b l ə s
febre	f 'e β ɾ ə	f 'ə β ɾ ə
febres	f 'e β ɾ ə s	f 'ə β ɾ ə s
feix	f 'e ʃ	f 'ɛ ʃ
fen	f 'e n	f 'ə n
fenomènic	f ə n o m 'ɛ n i k	f ə n o m 'ə n i k
fens	f 'ə n s	f 'e n s
feren	f 'e ɾ ə n	f 'ɛ ɾ ə n
fèretre	f 'ɛ ɾ ə t ɾ ə	f 'ə ɾ ə t ɾ ə
fermentarem	f ə ɾ m ə n t ə ɾ 'ə m	f ə ɾ m ə n t ə ɾ 'ɛ m
fermentem	f ə ɾ m ə n t 'ə m	f ə ɾ m ə n t 'ɛ m
fermes	f 'ɛ ɾ m ə s	f 'ə ɾ m ə s
Fes	f 'e s	f 'ə s
festa	f 'e s t ə	f 'ə s t ə
festes	f 'e s t ə s	f 'ə s t ə s
feta	f 'e t ə	f 'ə t ə
fetes	f 'e t ə s	f 'ə t ə s
fetge	f 'e d ʒ ə	f 'ə dʒ ə
fètida	f 'ɛ t i ð ə	f 'ə t i ð ə
fetitxe	f ə t 'i t ʃ ə	f ə t 'i tʃ ə
fetjó	f ə d ʒ 'o	f ə dʒ 'o
ficarem	f i k ə ɾ 'ə m	f i k ə ɾ 'ɛ m
Filadèlfia	f i l ə ð 'ɛ l f i ə	f i l ə ð 'ə l f i ə
finestra	f i n 'e s t ɾ ə	f i n 'ə s t ɾ ə
fitxa	f 'i t ʃ ə	f 'i tʃ ə
fitxada	f i t ʃ 'a ð ə	f i tʃ 'a ð ə
fitxades	f i t ʃ 'a ð ə s	f i tʃ 'a ð ə s
fitxar	f i t ʃ 'a	f i tʃ 'a
fitxatge	f i t ʃ 'a d ʒ ə	f i tʃ 'a dʒ ə
fitxer	f i t ʃ 'e	f i tʃ 'e
fixa	f 'i t s ə	f 'i ʃ ə
fixar	f i t s 'a	f i ʃ 'a
fletxa	f l 'e t ʃ ə	f l 'ɛ tʃ ə
fletxes	f l 'e t ʃ ə s	f l 'ə tʃ ə s
Florència	f l o ɾ 'ɛ n s i ə	f l o ɾ 'ə n s i ə
fluorescència	f l u o ɾ ə t s 'ɛ n s i ə	f l u o ɾ ə t s 'ə n s i ə
foca	f 'o k ə	f 'ɔ k ə
folla	f 'o ʎ ə	f 'ɔ ʎ ə
folles	f 'o ʎ ə s	f 'ɔ ʎ ə s
fonda	f 'o n d ə	f 'ɔ n d ə
fondes	f 'o n d ə s	f 'ɔ n d ə s
fondo	f 'o n d o	f 'ɔ n d o
fondos	f 'o n d o s	f 'ɔ n d o s
fondre	f 'o n d ɾ ə	f 'ɔ n d ɾ ə
fonen	f 'o n ə n	f 'ɔ n ə n
fonètic	f o n 'ɛ t i k	f o n 'ə t i k
fonètica	f o n 'ɛ t i k ə	f o n 'ə t i k ə
fonètics	f o n 'ɛ t i t s	f o n 'ə t i t s
fonètiques	f o n 'ɛ t i k ə s	f o n 'ə t i k ə s
foques	f 'o k ə s	f 'ɔ k ə s
forca	f 'o ɾ k ə	f 'ɔ ɾ k ə
foren	f 'o ɾ ə n	f 'ɔ ɾ ə n
forma	f 'o ɾ m ə	f 'ɔ ɾ m ə
formatge	f o ɾ m 'a d ʒ ə	f o ɾ m 'a dʒ ə
formatgeria	f o ɾ m ə d ʒ ə ɾ 'i ə	f o ɾ m ə dʒ ə ɾ 'i ə
formatget	f o ɾ m ə d ʒ 'ə t	f o ɾ m ə dʒ 'ə t
formen	f 'o ɾ m ə n	f 'ɔ ɾ m ə n
formes	f 'o ɾ m ə s	f 'ɔ ɾ m ə s
formo	f 'o ɾ m o	f 'ɔ ɾ m o
fornicarem	f o ɾ n i k ə ɾ 'ə m	f o ɾ n i k ə ɾ 'ɛ m
forniquem	f o ɾ n i k 'ə m	f o ɾ n i k 'ɛ m
forques	f 'o ɾ k ə s	f 'ɔ ɾ k ə s
fort	f 'ɔ ɾ t	f 'o ɾ t
fosca	f 'o s k ə	f 'ɔ s k ə
foscos	f 'o s k o s	f 'ɔ s k o s
fosques	f 'o s k ə s	f 'ɔ s k ə s
foten	f 'o t ə n	f 'ɔ t ə n
fotjar	f o d ʒ 'a	f o dʒ 'a
fotjo	f 'ɔ d ʒ o	f 'ɔ dʒ o
foto	f 'o t o	f 'ɔ t o
fotos	f 'o t o s	f 'ɔ t o s
fotre	f 'o t ɾ ə	f 'ɔ t ɾ ə
frenen	f ɾ 'e n ə n	f ɾ 'ə n ə n
frenètic	f ɾ ə n 'ɛ t i k	f ɾ ə n 'ə t i k
frenètica	f ɾ ə n 'ɛ t i k ə	f ɾ ə n 'ə t i k ə
frenètics	f ɾ ə n 'ɛ t i t s	f ɾ ə n 'ə t i t s
frenètiques	f ɾ ə n 'ɛ t i k ə s	f ɾ ə n 'ə t i k ə s
frènica	f ɾ 'ɛ n i k ə	f ɾ 'ə n i k ə
frèniques	f ɾ 'ɛ n i k ə s	f ɾ 'ə n i k ə s
frens	f ɾ 'ə n s	f ɾ 'e n s
freqüència	f ɾ ə k w 'ɛ n s i ə	f ɾ ə k w 'ə n s i ə
fresi	f ɾ 'ɛ z i	f ɾ 'ə z i
fresin	f ɾ 'ɛ z i n	f ɾ 'ə z i n
fresis	f ɾ 'ɛ z i s	f ɾ 'ə z i s
frustrarem	f ɾ u s t ɾ ə ɾ 'ə m	f ɾ u s t ɾ ə ɾ 'ɛ m
frustrem	f ɾ u s t ɾ 'ə m	f ɾ u s t ɾ 'ɛ m
fumatge	f u m 'a d ʒ ə	f u m 'a dʒ ə
fuselatge	f u z ə l 'a d ʒ ə	f u z ə l 'a dʒ ə
gaèlic	g ə 'ɛ l i k	g ə 'ə l i k
gaèlica	g ə 'ɛ l i k ə	g ə 'ə l i k ə
gaèlics	g ə 'ɛ l i t s	g ə 'ə l i t s
galilea	g ə l i l 'ɛ ə	g ə l i l 'e ə
galotxa	g ə l 'ɔ t ʃ ə	g ə l 'ɔ tʃ ə
garatge	g ə ɾ 'a d ʒ ə	g ə ɾ 'a dʒ ə
gardènia	g ə ɾ ð 'ɛ n i ə	g ə ɾ ð 'ə n i ə
garnatxa	g ə ɾ n 'a t ʃ ə	g ə ɾ n 'a tʃ ə
garrotxí	g ə r o t ʃ 'i	g ə r o tʃ 'i
gasoil	g ə z 'ɔ j l	g ə z 'o i l
gaspatxo	g ə s p 'a t ʃ o	g ə s p 'a tʃ o
gelarem	ʒ ə l ə ɾ 'ə m	ʒ ə l ə ɾ 'ɛ m
gelem	ʒ ə l 'ə m	ʒ ə l 'ɛ m
gemec	ʒ ə m 'e k	ʒ ə m 'ɛ k
gemma	ʒ 'e m m ə	ʒ 'ɛ m m ə
Gemma	ʒ 'e m m ə	ʒ 'ɛ m m ə
gènere	ʒ 'ɛ n ə ɾ ə	ʒ 'ə n ə ɾ ə
genèric	ʒ ə n 'ɛ ɾ i k	ʒ ə n 'ə ɾ i k
genèrica	ʒ ə n 'ɛ ɾ i k ə	ʒ ə n 'ə ɾ i k ə
genèrics	ʒ ə n 'ɛ ɾ i t s	ʒ ə n 'ə ɾ i t s
genèriques	ʒ ə n 'ɛ ɾ i k ə s	ʒ ə n 'ə ɾ i k ə s
Gènesi	ʒ 'ɛ n ə z i	ʒ 'ə n ə z i
gènesi	ʒ 'ɛ n ə z i	ʒ 'ə n ə z i
genètic	ʒ ə n 'ɛ t i k	ʒ ə n 'ə t i k
genètica	ʒ ə n 'ɛ t i k ə	ʒ ə n 'ə t i k ə
genètics	ʒ ə n 'ɛ t i t s	ʒ ə n 'ə t i t s
genètiques	ʒ ə n 'ɛ t i k ə s	ʒ ə n 'ə t i k ə s
geni	ʒ 'ɛ n i	ʒ 'ə n i
genis	ʒ 'ɛ n i s	ʒ 'ə n i s
gespa	ʒ 'e s p ə	ʒ 'ə s p ə
gest	ʒ 'e s t	ʒ 'ə s t
gesta	ʒ 'e s t ə	ʒ 'ə s t ə
gestes	ʒ 'e s t ə s	ʒ 'ə s t ə s
gesti	ʒ 'ɛ s t i	ʒ 'ə s t i
gestin	ʒ 'ɛ s t i n	ʒ 'ə s t i n
gestis	ʒ 'ɛ s t i s	ʒ 'ə s t i s
gestos	ʒ 'e s t o s	ʒ 'ə s t o s
gimcana	ʒ i ŋ k 'a n ə	ʒ i m k 'a n ə
ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ə β ɾ ə
Ginebra	ʒ i n 'e β ɾ ə	ʒ i n 'ə β ɾ ə
ginesta	ʒ i n 'e s t ə	ʒ i n 'ə s t ə
glosa	g l 'ɔ z ə	g l 'o z ə
gloses	g l 'ɔ z ə s	g l 'o z ə s
golfa	g 'o l f ə	g 'ɔ l f ə
golfes	g 'o l f ə s	g 'ɔ l f ə s
gorg	g 'o ɾ k	g 'ɔ ɾ s
gossa	g 'o s ə	g 'ɔ s ə
gossos	g 'o s o s	g 'ɔ s o s
gota	g 'o t ə	g 'ɔ t ə
gotes	g 'o t ə s	g 'ɔ t ə s
governarem	g o v ə ɾ n ə ɾ 'ə m	g o v ə ɾ n ə ɾ 'ɛ m
governem	g o v ə ɾ n 'ə m	g o v ə ɾ n 'ɛ m
granuloma	g ɾ ə n u l 'ɔ m ə	g ɾ ə n u l 'o m ə
grega	g ɾ 'ə ɣ ə	g ɾ 'ɛ ɣ ə
gregues	g ɾ 'ə ɣ ə s	g ɾ 'ɛ ɣ ə s
greix	g ɾ 'e ʃ	g ɾ 'ɛ ʃ
greuge	g ɾ 'e w ʒ ə	g ɾ 'ɛ w ʒ ə
grèvol	g ɾ 'ɛ v o l	g ɾ 'ə v o l
gronxa	g ɾ 'o n ʃ ə	g ɾ 'ɔ n ʃ ə
guatlla	g w 'a ʎ ʎ ə	g w 'a l l ə
guatla	g w 'a l l ə	g w 'a l ə
guèiser	g 'ə j z ə	g w 'ə j z ə
Guillem	g i ʎ 'ə m	g i ʎ 'ɛ m
guinda	g 'i n d ə	g w 'i n d ə
Guissona	g i s 'ɔ n ə	g i s 'o n ə
guspira	g u s p 'i ɾ ə	g s p 'i ɾ ə
gutxo	g 'u t ʃ o	g 'u tʃ o
habitatge	ə β i t 'a d ʒ ə	ə β i t 'a dʒ ə
Haia	'a j ə	ə j ə
haixix	ə ʃ 'i ʃ	ə ʃ 'i s
harem	ə ɾ 'ə m	ə ɾ 'ɛ m
haver	ə v 'ə	ə v 'e
Hècate	'ə k ə t ə	ə k ə t ə
hemangioma	ə m ə n ʒ i 'ɔ m ə	ə m ə n ʒ i 'o m ə
Hèrcules	'ɛ ɾ k u l ə s	'ə ɾ k u l ə s
herència	ə ɾ 'ɛ n s i ə	ə ɾ 'ə n s i ə
heretgia	ə ɾ ə d ʒ 'i ə	ə ɾ ə dʒ 'i ə
herètic	ə ɾ 'ɛ t i k	ə ɾ 'ə t i k
herètica	ə ɾ 'ɛ t i k ə	ə ɾ 'ə t i k ə
herètics	ə ɾ 'ɛ t i t s	ə ɾ 'ə t i t s
herètiques	ə ɾ 'ɛ t i k ə s	ə ɾ 'ə t i k ə s
hermètic	ə ɾ m 'ɛ t i k	ə ɾ m 'ə t i k
heroi	ə ɾ 'ɔ j	ə ɾ 'o i
heroic	ə ɾ 'ɔ j k	ə ɾ 'o i k
hèrptil	'ɛ ɾ t t i l	'ə ɾ t t i l
heterogeni	ə t ə ɾ o ʒ 'ɛ n i	ə t ə ɾ o ʒ 'ə n i
heure	'ə w ɾ ə	'ɛ w ɾ ə
hevea	ə v 'ɛ ə	ə v 'e ə
hexàgon	ə t s 'a ɣ o n	ə d z 'a ɣ o n
hidromassatge	i ð ɾ o m ə s 'a d ʒ ə	i ð ɾ o m ə s 'a dʒ ə
hieràtic	j ə ɾ 'a t i k	i ə ɾ 'a t i k
hieràtics	j ə ɾ 'a t i t s	i ə ɾ 'a t i t s
higiene	i ʒ i 'e n ə	i ʒ i 'ə n ə
higiènic	i ʒ i 'ɛ n i k	i ʒ i 'ə n i k
higiènica	i ʒ i 'ɛ n i k ə	i ʒ i 'ə n i k ə
higiènics	i ʒ i 'ɛ n i t s	i ʒ i 'ə n i t s
higièniques	i ʒ i 'ɛ n i k ə s	i ʒ i 'ə n i k ə s
hipèrbaton	i p 'ɛ ɾ β ə t o n	i p 'ə ɾ β ə t o n
hipèrbola	i p 'ɛ ɾ β o l ə	i p 'ə ɾ β o l ə
hipèrbole	i p 'ɛ ɾ β o l ə	i p 'ə ɾ β o l ə
hipotètic	i p o t 'ɛ t i k	i p o t 'ə t i k
hipotètica	i p o t 'ɛ t i k ə	i p o t 'ə t i k ə
histèrica	i s t 'ɛ ɾ i k ə	i s t 'ə ɾ i k ə
hitlerià	i l l ə ɾ i 'a	i b b l ə ɾ i 'a
hola	'ɔ l ə	ə l ə
home	'ɔ m o	'ɔ m ə
homenatge	o m ə n 'a d ʒ ə	o m ə n 'a dʒ ə
homenatjada	o m ə n ə d ʒ 'a ð ə	o m ə n ə dʒ 'a ð ə
homenatjades	o m ə n ə d ʒ 'a ð ə s	o m ə n ə dʒ 'a ð ə s
homenatjar	o m ə n ə d ʒ 'a	o m ə n ə dʒ 'a
homenatjat	o m ə n ə d ʒ 'a t	o m ə n ə dʒ 'a t
homenatjats	o m ə n ə d ʒ 'a t s	o m ə n ə dʒ 'a t s
homes	'ɔ m ə s	'o m ə s
homogeni	o m o ʒ 'ɛ n i	o m o ʒ 'ə n i
hora	'ɔ ɾ ə	ə ɾ ə
hores	'ɔ ɾ ə s	'o ɾ ə s
hort	'ɔ ɾ t	ə ɾ t
hortènsia	o ɾ t 'ɛ n s i ə	o ɾ t 'ə n s i ə
hostatge	o s t 'a d ʒ ə	o s t 'a dʒ ə
hostatjar	o s t ə d ʒ 'a	o s t ə dʒ 'a
i	'i	i
iaia	j 'a j ə	i 'a j ə
iaies	j 'a j ə s	i 'a j ə s
iaio	j 'a j o	i 'a j o
iarda	j 'a ɾ ð ə	i 'a ɾ ð ə
ibèric	i β 'ɛ ɾ i k	i β 'ə ɾ i k
ibèrica	i β 'ɛ ɾ i k ə	i β 'ə ɾ i k ə
ibèrics	i β 'ɛ ɾ i t s	i β 'ə ɾ i t s
ibèriques	i β 'ɛ ɾ i k ə s	i β 'ə ɾ i k ə s
idea	i ð 'ɛ ə	i ð 'e ə
idiosincràsia	i ð i o s i ŋ k ɾ 'a z i ə	i ð i o z i ŋ k ɾ 'a z i ə
iemenita	j ə m ə n 'i t ə	i ə m ə n 'i t ə
imatge	i m 'a d ʒ ə	i m 'a dʒ ə
imàtgens	i m 'a d ʒ ə n s	i m 'a dʒ ə n s
immens	i m m 'ə n s	i m m 'e n s
imminència	i m m i n 'ɛ n s i ə	i m m i n 'ə n s i ə
immunodeficiència	i m m u n o ð ə f i s i 'ɛ n s i ə	i m m u n o ð ə f i s i 'ə n s i ə
impaciència	i m p ə s i 'ɛ n s i ə	i m p ə s i 'ə n s i ə
imparell	i m p ə ɾ 'ə ʎ	i m p ə ɾ 'e ʎ
imperfecte	i m p ə ɾ f 'ɛ t t ə	i m p ə ɾ f 'ə t t ə
imperfectes	i m p ə ɾ f 'ɛ t t ə s	i m p ə ɾ f 'ə t t ə s
imposes	i m p 'ɔ z ə s	i m p 'o z ə s
imprudència	i m p ɾ u ð 'ɛ n s i ə	i m p ɾ u ð 'ə n s i ə
impudència	i m p u ð 'ɛ n s i ə	i m p u ð 'ə n s i ə
incidència	i n s i ð 'ɛ n s i ə	i n s i ð 'ə n s i ə
incoherència	i ŋ k o ə ɾ 'ɛ n s i ə	i ŋ k o ə ɾ 'ə n s i ə
incompetència	i ŋ k o m p ə t 'ɛ n s i ə	i ŋ k o m p ə t 'ə n s i ə
inconsistència	i ŋ k o n s i s t 'ɛ n s i ə	i ŋ k o n s i s t 'ə n s i ə
independència	i n d ə p ə n d 'ɛ n s i ə	i n d ə p ə n d 'ə n s i ə
indicarem	i n d i k ə ɾ 'ə m	i n d i k ə ɾ 'ɛ m
indiferència	i n d i f ə ɾ 'ɛ n s i ə	i n d i f ə ɾ 'ə n s i ə
indonèsia	i n d o n 'ɛ z i ə	i n d o n 'ə z i ə
Indonèsia	i n d o n 'ɛ z i ə	i n d o n 'ə z i ə
inèrcia	i n 'ɛ ɾ s i ə	i n 'ə ɾ s i ə
