A	'ə	 ə 
gorrejar	g o r ə ʒ 'a	 g u r ə ʒ 'a 
gossa	g 'o s ə	 g 'ɔ s ə 
gossos	g 'o s o s	 g 'ɔ s o s 
gota	g 'o t ə	 g 'ɔ t ə 
gotes	g 'o t ə s	 g 'ɔ t ə s 
grandiosa	g ɾ ə n d i 'o z ə	 g ɾ ə n d i 'o s ə 
granuloma	g ɾ ə n u l 'ɔ m ə	 g ɾ ə n u l 'o m ə 
Grècia	g ɾ 'ə s i ə	 g ɾ 'ɛ s i ə 
greuge	g ɾ 'e w ʒ ə	 g ɾ 'ɛ w ʒ ə 
gronxa	g ɾ 'o n ʃ ə	 g ɾ 'ɔ n ʃ ə 
guaitar	g w ə j t 'a	 g w ə i t 'a 
guaitat	g w ə j t 'a t	 g w ə i t 'a t 
guatla	g w 'a l l ə	 g w 'a t l ə 
guilla	g 'i ʎ ə	 g u 'i ʎ ə 
guinda	g 'i n d ə	 g w 'i n d ə 
Guissona	g i s 'ɔ n ə	 g i s 'o n ə 
guitza	g 'i d z ə	 g w 'i d z ə 
hàbil	'a β i l	 ə β i l 
hàbit	'a β i t	 ə β i t 
hàbitat	'a β i t ə t	 ə β i t 'a t 
hàbitats	'a β i t ə t s	 ə β i t 'a t s 
Hades	'a ð ə s	 i 'a ð ə s 
hagi	'a ʒ i	 ə ʒ i 
hàgim	'a ʒ i m	 ə ʒ i m 
hàgiu	'a ʒ i w	 ə ʒ i w 
Haia	'a j ə	 ə 'i ə 
Hainan	ə j n 'a n	 ə i n 'a n 
Hainaut	ə j n 'a w t	 ə i n ə 'u t 
Haití	ə j t 'i	 ə i t 'i 
haver	ə v 'ə	 ə v 'e 
hec	'ɛ k	 'a k 
Hècate	'ə k ə t ə	 ə k 'a t ə 
hegui	'ɛ ɣ i	 ə ɣ i 
heguin	'ɛ ɣ i n	 ə ɣ i n 
heguis	'ɛ ɣ i s	 ə ɣ i s 
helicotrema	ə l i k o t ɾ 'ɛ m ə	 ə l i k o t ɾ 'ə m ə 
hemangioma	ə m ə n ʒ i 'ɔ m ə	 ə m ə n ʒ i 'o m ə 
Hèmera	'ɛ m ə ɾ ə	 ə m ə ɾ ə 
Hèrcules	'ɛ ɾ k u l ə s	 ə ɾ k u l ə s 
hermenéutica	ə ɾ m ə n 'e w t i k ə	 ə ɾ m ə n 'e u t i k ə 
hèrnia	'ɛ ɾ n i ə	 ə ɾ n i ə 
heroi	ə ɾ 'ɔ j	 ə ɾ 'o i 
heroic	ə ɾ 'ɔ j k	 ə ɾ u 'i k 
hèrptil	'ɛ ɾ t t i l	 ə ɾ t t 'i l 
heura	'ɛ w ɾ ə	 ə 'u ɾ ə 
heure	'ə w ɾ ə	 ə 'u ɾ ə 
heus	'ɛ w s	 ɛ 'u s 
hevea	ə v 'ɛ ə	 ə v 'e ə 
híbrid	'i β ɾ i t	 ə β ɾ i t 
hidroelèctrica	i ð ɾ o ə l 'ə t t ɾ i k ə	 i ð ɾ u ə l ə t t ɾ 'i k ə 
hidroelèctrics	i ð ɾ o ə l 'ə t t ɾ i t s	 i ð ɾ u ə l ə t t ɾ 'i t s 
hidroxinaftalè	i ð ɾ o t s i n ə f t ə l 'ə	 i ð ɾ u t s i n ə f t ə l 'ə 
hieràtic	j ə ɾ 'a t i k	 i ə ɾ 'a t i k 
hieràtics	j ə ɾ 'a t i t s	 i ə ɾ 'a t i t s 
higiene	i ʒ i 'e n ə	 i ʒ i 'ə n ə 
himen	'i m ə n	 ə m ə n 
hipèrbaton	i p 'ɛ ɾ β ə t o n	 i p ə ɾ β ə t 'o n 
hiperespai	i p ə ɾ ə s p 'a j	 i p ə ɾ ə s p 'a i 
hola	'ɔ l ə	 ə l ə 
home	'ɔ m o	 ə m ə 
homes	'ɔ m ə s	 ə 'o m ə s 
hora	'ɔ ɾ ə	 ə ɾ ə 
hores	'ɔ ɾ ə s	 ə 'o ə s 
hort	'ɔ ɾ t	 ə 'o t 
horta	'ɔ ɾ t ə	 ə ɾ t ə 
hòstia	'ɔ s t i ə	 ə s t i ə 
hòsties	'ɔ s t i ə s	 ə s t i ə s 
i	'i	 i 
iaia	j 'a j ə	 i 'a j ə 
iaies	j 'a j ə s	 i 'a j ə s 
iaio	j 'a j o	 i 'a j o 
iarda	j 'a ɾ ð ə	 i 'a ɾ ð ə 
idea	i ð 'ɛ ə	 i ð 'e ə 
idealisme	i ð e ə l 'i z m ə	 i ð ə ə l 'i z m ə 
idealista	i ð e ə l 'i s t ə	 i ð ə ə l 'i s t ə 
iemenita	j ə m ə n 'i t ə	 i ə m ə n 'i t ə 
immens	i m m 'ə n s	 i m m 'e n s 
imparell	i m p ə ɾ 'ə ʎ	 i m p ə ɾ 'e ʎ 
ímpetu	'i m p ə t u	 i m p ə t 'u 
imposes	i m p 'ɔ z ə s	 i m p 'o z ə s 
incomptable	i ŋ k o m t 'a b b l ə	 i ŋ k o m ə t 'a b b l ə 
indignada	i n d i n n 'a ð ə	 i n d i ə n 'a ð ə 
indignades	i n d i n n 'a ð ə s	 i n d i ə n 'a ð ə s 
indústria	i n d 'u s t ɾ i ə	 i n d u s t ɾ 'i ə 
inerts	i n 'ɛ ɾ s	 i n 'ɛ ɾ t s 
ingent	i n ʒ 'e n t	 i ŋ g 'e n t 
ininterromput	i n i n t ə r o m p 'u t	 i n 'i n t ə r 'o m p 'u t 
insulinoma	i n s u l i n 'ɔ m ə	 i n s u l i n 'o m ə 
intens	i n t 'ə n s	 i n t 'e n s 
intèrpret	i n t 'ɛ ɾ p ɾ ə t	 i n t ə ɾ p ɾ 'ə t 
interrompre	i n t ə r 'o m p ɾ ə	 i n t ə r 'ɔ m p ɾ ə 
interrompuda	i n t ə r o m p 'u ð ə	 i n t ə r u m p 'u ð ə 
interrompudes	i n t ə r o m p 'u ð ə s	 i n t ə r u m p 'u ð ə s 
interromput	i n t ə r o m p 'u t	 i n t ə r u m p 'u t 
interromputs	i n t ə r o m p 'u t s	 i n t ə r u m p 'u t s 
iònica	j 'ɔ n i k ə	 i 'ɔ n i k ə 
irremeiable	i r ə m ə j 'a b b l ə	 i r ə m ə i 'a b b l ə 
isòbar	i z 'ɔ β ə	 i z u β 'a 
Ístria	'i s t ɾ i ə	 i s t ɾ 'i ə 
Iugoslàvia	j u ɣ o z l 'a v i ə	 i w ɣ o z l 'a v i ə 
jazz	ʒ 'a s	 ʒ 'a z ə 
jersei	ʒ ə ɾ s 'ə j	 ʒ ə ɾ s 'ə i 
jeure	ʒ 'ə w ɾ ə	 ʒ 'ɛ w ɾ ə 
joiós	ʒ o j 'o s	 ʒ o i 'o s 
jou	ʒ 'ɔ w	 ʒ 'o 
jove	ʒ 'o v ə	 ʒ 'ɔ v ə 
jóvens	ʒ 'o v ə n s	 ʒ u v 'e n s 
jueu	ʒ u 'e w	 ʒ u 'ɛ w 
júnyer	ʒ 'u ɲ ə	 ʒ u ɲ 'e  
kàiser	k 'a j z ə	 k 'a i z ə 
kazakh	k ə z 'a k	 k ə z 'a k ə 
la	l 'ə	 l ə 
laberints	l ə β ə ɾ 'i n s	 l ə β ə ɾ 'i n t s 
lacrosse	l ə k ɾ 'o s ə	 l ə k ɾ 'ɔ s ə 
lepra	l 'e p ɾ ə	 l 'ə p ɾ ə 
les	l 'ə s	 l ə s 
Lesotho	l ə z 'ɔ t o	 l ə z 'ɔ t i o 
leu	l 'ɛ w	 l 'ə w 
líber	l 'i β ə	 l 'i β e  
líder	l 'i ð ə	 l 'i ð e  
linear	l i n e 'a	 l i n ə 'a 
liquidàmbar	l i k i ð 'a m b ə	 l i k i ð ə m b 'a 
lisosoma	l i z o z 'ɔ m ə	 l i z u z 'o m ə 
lisosòmic	l i z o z 'ɔ m i k	 l i z u z 'ɔ m i k 
lisosòmica	l i z o z 'ɔ m i k ə	 l i z u z 'ɔ m i k ə 
lisosòmics	l i z o z 'ɔ m i t s	 l i z u z 'ɔ m i t s 
lisosòmiques	l i z o z 'ɔ m i k ə s	 l i z u z 'ɔ m i k ə s 
llagosta	ʎ ə ɣ 'o s t ə	 ʎ ə ɣ 'ɔ s t ə 
llarg	ʎ 'a ɾ k	 ʎ 'a ɾ ə 
llauna	ʎ 'a w n ə	 ʎ ə 'u n ə 
llebre	ʎ 'e β ɾ ə	 ʎ 'ə β ɾ ə 
llega	ʎ 'e ɣ ə	 ʎ 'ə ɣ ə 
llegenda	ʎ ə ʒ 'e n d ə	 ʎ ə ʒ 'ɛ n d ə 
llegendes	ʎ ə ʒ 'e n d ə s	 ʎ ə ʒ 'ə n d ə s 
Lleida	ʎ 'e j ð ə	 ʎ 'ə j ð ə 
lleixa	ʎ 'e ʃ ə	 ʎ 'ə ʃ ə 
Llemosí	ʎ ə m o z 'i	 ʎ ə m u z 'i 
llença	ʎ 'ɛ n s ə	 ʎ 'e n s ə 
llences	ʎ 'ə n s ə s	 ʎ 'e n s ə s 
llenços	ʎ 'e n s o s	 ʎ 'ɛ n s o s 
llenya	ʎ 'e ɲ ə	 ʎ 'ə ɲ ə 
llepa	ʎ 'e p ə	 ʎ 'ə p ə 
llepen	ʎ 'e p ə n	 ʎ 'ə p ə n 
llépol	ʎ 'e p o l	 ʎ ə p 'ɔ l 
llesta	ʎ 'e s t ə	 ʎ 'ə s t ə 
llestes	ʎ 'e s t ə s	 ʎ 'ə s t ə s 
llestos	ʎ 'e s t o s	 ʎ 'ə s t o s 
lletges	ʎ 'e d ʒ ə s	 ʎ 'ə d ʒ ə s 
lletja	ʎ 'e d ʒ ə	 ʎ 'ə d ʒ ə 
lletjos	ʎ 'e d ʒ o s	 ʎ 'ə d ʒ o s 
lleva	ʎ 'e v ə	 ʎ 'ə v ə 
lleves	ʎ 'e v ə s	 ʎ 'ə v ə s 
llevo	ʎ 'e v o	 ʎ 'ə v o 
lloa	ʎ 'o ə	 ʎ 'ɔ ə 
lloat	ʎ o 'a t	 ʎ u 'a t 
lloba	ʎ 'o β ə	 ʎ 'ɔ β ə 
Llorach	ʎ o ɾ 'a k	 ʎ o ɾ 'a k ə 
lluitada	ʎ u j t 'a ð ə	 ʎ u i t 'a ð ə 
lluitades	ʎ u j t 'a ð ə s	 ʎ u i t 'a ð ə s 
lluitant	ʎ u j t 'a n t	 ʎ u i t 'a n t 
lluitar	ʎ u j t 'a	 ʎ u i t 'a 
Londres	l 'o n d ɾ ə s	 l 'ɔ n d ɾ ə s 
ma	m 'ə	 m ə 
macedoni	m ə s ə ð 'ɔ n i	 m ə s ə ð 'o n i 
Mahoma	m ə 'ɔ m ə	 m ə m m ə 
mainada	m ə j n 'a ð ə	 m ə i n 'a ð ə 
majestuosa	m ə ʒ ə s t u 'o z ə	 m ə ʒ ə s t u 'o s ə 
Malawi	m ə l 'a β i	 m ə l 'a i 
maleïts	m ə l ə 'i t s	 m ə l ə 'i s 
maliciosa	m ə l i s i 'o z ə	 m ə l i s i 'o s ə 
malicioses	m ə l i s i 'o z ə s	 m ə l i s i 'o s ə s 
maliciosos	m ə l i s i 'o z o s	 m ə l i s i 'o s o s 
mallerenga	m ə ʎ ə ɾ 'ə ŋ g ə	  m e ʎ ə ɾ 'ə ŋ g ə 
malvendre	m ə l v 'e n d ɾ ə	 m ə l v 'ə n d ɾ ə 
malvolença	m ə l v o l 'ɛ n s ə	 m ə l v o l 'e n s ə 
manifest	m ə n i f 'e s t	 m ə n i f 'ə s t 
manlleuta	m ə n ʎ 'ɛ w t ə	 m ə n ʎ ə 'u t ə 
mantingueu	m ə n t i ŋ g 'ɛ w	 m ə n t i ŋ g 'ə w 
manxiula	m ə n ʃ 'i w l ə	 m ə n ʃ 'i u l ə 
màrqueting	m 'a ɾ k ə t i ŋ k	 m ə ɾ k ə t 'i ŋ k 
màser	m 'a z ə	 m 'a z e  
mastegaparaules	m ə s t ə ɣ ə p ə ɾ 'a w l ə s	 m ə s t ə ɣ ə p ə ɾ ə 'u l ə s 
Mateu	m ə t 'e w	 m ə t 'ɛ w 
mausoleu	m ə w z o l 'ɛ w	 m ə w z o l 'ə w 
me	m 'ə	 m ə 
meitat	m ə j t 'a t	 m ə i t 'a t 
melanesi	m ə l ə n 'ɛ z i	 m ə l ə n 'ə z i 
membre	m 'e m b ɾ ə	 m 'ə m b ɾ ə 
membres	m 'e m b ɾ ə s	 m 'ə m b ɾ ə s 
mencionis	m ə n s i 'ɔ n i s	 m ə n s i 'o n i s 
mengen	m 'e n ʒ ə n	 m 'ɛ n ʒ ə n 
menges	m 'e n ʒ ə s	 m 'ɛ n ʒ ə s 
menja	m 'e n ʒ ə	 m 'ə n ʒ ə 
menjo	m 'e n ʒ o	 m 'ɛ n ʒ o 
mènsula	m 'ɛ n s u l ə	 m 'ə n s u l ə 
mènsules	m 'ɛ n s u l ə s	 m 'ə n s u l ə s 
metge	m 'e d ʒ ə	 m 'ə d ʒ ə 
metges	m 'e d ʒ ə s	 m 'ə d ʒ ə s 
metxa	m 'e t ʃ ə	 m 'ɛ t ʃ ə 
meua	m 'e w ə	 m 'ə w ə 
meuca	m 'ɛ w k ə	 m ə 'u k ə 
meus	m 'e w s	 m 'ə w s 
meva	m 'e v ə	 m 'ə v ə 
meves	m 'e v ə s	 m 'ə v ə s 
migcampista	m i k k ə m p 'i s t ə	 m i ŋ k ə m p 'i s t ə 
millorament	m i ʎ o ɾ ə m 'e n t	 m i ʎ u ɾ ə m 'e n t 
miositis	m i o z 'i t i s	 m i o s 'i t i s 
misàndria	m i z 'a n d ɾ i ə	 m i z ə n d ɾ 'i ə 
moc	m 'o k	 m 'ɔ k 
Moisès	m o j z 'ə s	 m o i s 'ə s 
molècula	m o l 'ə k u l ə	 m o l 'ɛ k u l ə 
molsa	m 'o l s ə	 m 'ɔ l s ə 
molsuda	m o l s 'u ð ə	 m u l s 'u ð ə 
molsudes	m o l s 'u ð ə s	 m u l s 'u ð ə s 
molsut	m o l s 'u t	 m u l s 'u t 
molsuts	m o l s 'u t s	 m u l s 'u t s 
molts	m 'o l s	 m 'o l t s 
moment	m o m 'e n t	 m u m 'e n t 
monarquia	m o n ə ɾ k 'i ə	 m u n ə ɾ k 'i ə 
monàrquica	m o n 'a ɾ k i k ə	 m u n ə ɾ k 'i k ə 
monàrquics	m o n 'a ɾ k i t s	 m u n ə ɾ k 'i t s 
monocroma	m o n o k ɾ 'ɔ m ə	 m o n o k ɾ 'o m ə 
monocromes	m o n o k ɾ 'ɔ m ə s	 m o n o k ɾ 'o m ə s 
montrealès	m o n t ɾ e ə l 'ə s	 m o n t ɾ ə ə l 'ə s 
Montse	m 'o n s ə	 m 'ɔ n t s ə 
Montseny	m o n s 'ə ɲ	 m u n t s 'ə ɲ 
Montserrat	m o n s ə r 'a t	 m u n t s ə r 'a t 
monument	m o n u m 'e n t	 m u n u m 'e n t 
monyeca	m o ɲ 'ɛ k ə	 m o ɲ 'ə k ə 
morro	m 'o r o	 m 'ɔ r o 
morros	m 'o r o s	 m 'ɔ r o s 
morruda	m o r 'u ð ə	 m u r 'u ð ə 
morrudes	m o r 'u ð ə s	 m u r 'u ð ə s 
morrut	m o r 'u t	 m u r 'u t 
morruts	m o r 'u t s	 m u r 'u t s 
mort	m 'ɔ ɾ t	 m 'o ɾ t 
mosca	m 'o s k ə	 m 'ɔ s k ə 
mosques	m 'o s k ə s	 m 'ɔ s k ə s 
mossegaire	m o s ə ɣ 'a j ɾ ə	 m u s ə ɣ ə 'i ɾ ə 
mosso	m 'o s o	 m 'ɔ s o 
mostatxut	m o s t ə t ʃ 'u t	 m u s t ə t ʃ 'u t 
mot	m 'o t	 m 'ɔ t 
motlura	m o ʎ ʎ 'u ɾ ə	 m u l l 'u ɾ ə 
moto	m 'o t o	 m 'ɔ t o 
motos	m 'o t o s	 m 'ɔ t o s 
moviment	m o v i m 'e n t	 m u v i m 'e n t 
mudèjar	m u ð 'ə ʒ ə	 m u ð ə ʒ 'a 
múrgola	m 'u ɾ ɣ o l ə	 m u ɾ ɣ 'ɔ l ə 
naixença	n ə ʃ 'ɛ n s ə	 n ə ʃ 'e n s ə 
nàufrag	n 'a w f ɾ ə k	 n ə w f ɾ 'a ɣ 
nauseabund	n ə w z e ə β 'u n t	 n ə w z ə ə β 'u n d 
nauseabunda	n ə w z e ə β 'u n d ə	 n ə w z ə ə β 'u n d ə 
nauseabundes	n ə w z e ə β 'u n d ə s	 n ə w z ə ə β 'u n d ə s 
nauseabunds	n ə w z e ə β 'u n s	 n ə w z ə ə β 'u n s 
nàxer	n 'a t s ə	 n 'a ə 
neboda	n ə β 'o ð ə	 n ə β 'ɔ ð ə 
nebot	n ə β 'o t	 n ə β 'ɔ t 
nebulositat	n ə β u l o z i t 'a t	 n ə β u l u z i t 'a t 
neda	n 'e ð ə	 n 'ə ð ə 
neden	n 'e ð ə n	 n 'ə ð ə n 
nedes	n 'e ð ə s	 n 'ə ð ə s 
nega	n 'e ɣ ə	 n 'ə ɣ ə 
neguen	n 'e ɣ ə n	 n 'ə ɣ ə n 
negues	n 'e ɣ ə s	 n 'ə ɣ ə s 
néixer	n 'e ʃ ə	 n ə ʃ 'e  
Nèmesi	n 'ɛ m ə z i	 n 'ə m ə z i 
nens	n 'ə n s	 n 'e n s 
neva	n 'e v ə	 n 'ə v ə 
nicens	n i s 'ə n s	 n i s 'e n s 
nihilisme	n i i l 'i z m ə	 n i ə l 'i z m ə 
nimfea	n i m f 'ɛ ə	 n i m f 'e ə 
nodriment	n o ð ɾ i m 'e n t	 n u ð ɾ i m 'e n t 
noieta	n o j 'ə t ə	 n o i 'ə t ə 
nombre	n 'o m b ɾ ə	 n 'ɔ m b ɾ ə 
nombres	n 'o m b ɾ ə s	 n 'ɔ m b ɾ ə s 
Nombres	n 'o m b ɾ ə s	 n 'ɔ m b ɾ ə s 
nomenament	n o m ə n ə m 'e n t	 n u m ə n ə m 'e n t 
nores	n 'ɔ ɾ ə s	 n 'o ɾ ə s 
noruec	n o ɾ u 'ɛ k	 n u ɾ u 'ɛ k 
noucentisme	n o w s ə n t 'i z m ə	 n o u s ə n t 'i z m ə 
nouguerola	n o w ɣ ə ɾ 'ɔ l ə	 n o u ɣ ə ɾ 'ɔ l ə 
novembre	n o v 'e m b ɾ ə	 n o v 'ə m b ɾ ə 
noya	n 'ɔ j ə	 n 'ɔ ə 
o	'ɔ	 'o 
oasi	o 'a z i	 o 'a s i 
obeïts	o β ə 'i t s	 o β ə 'i s 
obstacle	o p s t 'a k l ə	 o t s t 'a k l ə 
obstinació	o p s t i n ə s i 'o	 o t s t i n ə s i 'o 
obstruïda	o p s t ɾ u 'i ð ə	 o t s t ɾ u 'i ð ə 
obstruïdes	o p s t ɾ u 'i ð ə s	 o t s t ɾ u 'i ð ə s 
odissea	o ð i s 'ɛ ə	 o ð i s 'e ə 
ofegues	o f 'ə ɣ ə s	 o f 'ɛ ɣ ə s 
oidà	o j ð 'a	 o i ð 'a 
oligàrquica	o l i ɣ 'a ɾ k i k ə	 o l i ɣ ə ɾ k 'i k ə 
oligàrquics	o l i ɣ 'a ɾ k i t s	 o l i ɣ ə ɾ k 'i t s 
oligosacàrid	o l i ɣ o z ə k 'a ɾ i t	 o l i ɣ u z ə k 'a ɾ i t 
oligosacàrids	o l i ɣ o z ə k 'a ɾ i t s	 o l i ɣ u z ə k 'a ɾ i t s 
ombra	'o m b ɾ ə	 'ɔ m b ɾ ə 
ombres	'o m b ɾ ə s	 'ɔ m b ɾ ə s 
omple	'o m p l ə	 'ɔ m p l ə 
omplen	'o m p l ə n	 'ɔ m p l ə n 
omples	'o m p l ə s	 'ɔ m p l ə s 
omplo	'o m p l o	 'ɔ m p l o 
oncle	'o ŋ k l ə	 'ɔ ŋ k l ə 
oncles	'o ŋ k l ə s	 'ɔ ŋ k l ə s 
onzes	'o n z ə s	 'ɔ n z ə s 
opta	'o t t ə	 'ɔ t t ə 
opten	'o t t ə n	 'ɔ t t ə n 
opto	'o t t o	 'ɔ t t o 
orca	'o ɾ k ə	 'ɔ ɾ k ə 
orde	'o ɾ ð ə	 'ɔ ɾ ð ə 
ordes	'o ɾ ð ə s	 'ɔ ɾ ð ə s 
ordre	'o ɾ ð ɾ ə	 'ɔ ɾ ð ɾ ə 
ordres	'o ɾ ð ɾ ə s	 'ɔ ɾ ð ɾ ə s 
orella	o ɾ 'ə ʎ ə	 o ɾ 'e ʎ ə 
organolèptic	o ɾ ɣ ə n o l 'ə t t i k	 o ɾ ɣ ə n o l 'ɛ t t i k 
ornament	o ɾ n ə m 'e n t	 ɔ ɾ n ə m 'e n t 
orques	'o ɾ k ə s	 'ɔ ɾ k ə s 
ortodoxa	o ɾ t o ð 'o t s ə	 o ɾ t o ð 'ɔ t s ə 
òstria	'ɔ s t ɾ i ə	 ɔ s t ɾ 'i ə 
ou	'ɔ w	 'o 
ovella	o v 'ə ʎ ə	 o v 'e ʎ ə 
ovelles	o v 'ə ʎ ə s	 o v 'e ʎ ə s 
pagesívol	p ə ʒ ə z 'i v o l	 p ə ʒ ə z 'i v u l 
pairal	p ə j ɾ 'a l	 p ə i ɾ 'a l 
paisatge	p ə j z 'a d ʒ ə	 p ə i z 'a d ʒ ə 
Pakistan	p ə k i s t 'a n	 p ə z i s t 'a n 
pakistanès	p ə k i s t ə n 'ə s	 p ə z i s t ə n 'ə s 
pakistanesa	p ə k i s t ə n 'ə z ə	 p ə z i s t ə n 'ə z ə 
pakistaneses	p ə k i s t ə n 'ə z ə s	 p ə z i s t ə n 'ə z ə s 
pakistanesos	p ə k i s t ə n 'ə z o s	 p ə z i s t ə n 'ə z o s 
pandèmies	p ə n d 'ɛ m i ə s	 p ə n d 'ə m i ə s 
pandemoni	p ə n d ə m 'ɔ n i	 p ə n d ə m 'o n i 
papagai	p ə p ə ɣ 'a j	 p ə p ə ɣ 'a i 
paradoxal	p ə ɾ ə ð o t s 'a l	 p ə ɾ ə ð u t s 'a l 
paranoic	p ə ɾ ə n 'ɔ j k	 p ə ɾ ə n u 'i k 
paraula	p ə ɾ 'a w l ə	 p ə ɾ ə 'u l ə 
parell	p ə ɾ 'ə ʎ	 p ə ɾ 'e ʎ 
parella	p ə ɾ 'ə ʎ ə	 p ə ɾ 'e ʎ ə 
parèmies	p ə ɾ 'ɛ m i ə s	 p ə ɾ 'ə m i ə s 
parença	p ə ɾ 'ɛ n s ə	 p ə ɾ 'e n s ə 
parènquima	p ə ɾ 'ə ŋ k i m ə	 p ə ɾ ə ŋ k 'i m ə 
parentela	p ə ɾ ə n t 'ɛ l ə	 p ə ɾ ə n t 'ə l ə 
parèntesi	p ə ɾ 'ɛ n t ə z i	 p ə ɾ 'ə n t ə z i 
parer	p ə ɾ 'ə	 p ə ɾ 'e 
parlessin	p ə ɾ l 'e s i n	 p ə ɾ l 'ə s i n 
parleu	p ə ɾ l 'ɛ w	 p ə ɾ l 'ə w 
pàrquing	p 'a ɾ k i ŋ k	 p ə ɾ k 'i ŋ k 
pasqüeta	p ə s k w 'ə t ə	 p ə z ə w 'ə t ə 
passaforadí	p ə s ə f o ɾ ə ð 'i	 p ə s ə f u ɾ ə ð 'i 
passaport	p ə s ə p 'ɔ ɾ t	 p ə s ə p 'o ɾ t 
passaports	p ə s ə p 'ɔ ɾ s	 p ə s ə p 'o ɾ t s 
patrimoni	p ə t ɾ i m 'ɔ n i	 p ə t ɾ i m 'o n i 
pauta	p 'a w t ə	 p ə 'u t ə 
peatge	p e 'a d ʒ ə	 p ə 'a d ʒ ə 
pedra	p 'e ð ɾ ə	 p 'ə ð ɾ ə 
pedres	p 'e ð ɾ ə s	 p 'ə ð ɾ ə s 
pego	p 'e ɣ o	 p 'ə ɣ o 
peguen	p 'e ɣ ə n	 p 'ə ɣ ə n 
péixer	p 'e ʃ ə	 p ə ʃ 'e  
peixos	p 'e ʃ o s	 p 'ɛ ʃ o s 
pèl	p 'ə l	 p 'ɛ l 
pèlag	p 'ɛ l ə k	 p 'ə l ə k 
pendeloc	p ə n d ə l 'o k	 p ə n d ə l 'ɔ k 
penetra	p ə n 'e t ɾ ə	 p ə n 'ə t ɾ ə 
pengen	p 'e n ʒ ə n	 p 'ɛ n ʒ ə n 
penges	p 'e n ʒ ə s	 p 'ɛ n ʒ ə s 
penja	p 'e n ʒ ə	 p 'ə n ʒ ə 
penombra	p ə n 'o m b ɾ ə	 p ə n 'ɔ m b ɾ ə 
pens	p 'ə n s	 p 'e n s 
pequen	p 'e k ə n	 p 'ɛ k ə n 
pèr	p 'ɛ	 p 'ə 
pera	p 'ə ɾ ə	 p 'e ɾ ə 
Pere	p 'e ɾ ə	 p 'ɛ ɾ ə 
perenne	p ə ɾ 'e n n ə	 p ə ɾ 'ə n n ə 
peres	p 'ə ɾ ə s	 p 'e ɾ ə s 
perfeccionament	p ə ɾ f ə t s i o n ə m 'e n t	 p ə ɾ f ə t s i u n ə m 'e n t 
peritoneals	p ə ɾ i t o n e 'a l s	 p ə ɾ i t u n ə 'a l s 
peritoneus	p ə ɾ i t o n 'ɛ w s	 p ə ɾ i t u n ə 'u s 
perpetu	p ə ɾ p 'ɛ t u	 p ə ɾ p 'ə t u 
persignada	p ə ɾ s i n n 'a ð ə	 p ə ɾ s i ə n 'a ð ə 
persignades	p ə ɾ s i n n 'a ð ə s	 p ə ɾ s i ə n 'a ð ə s 
persuasiu	p ə ɾ s u ə z 'i w	 p ə ɾ s u ə s 'i w 
pertànyer	p ə ɾ t 'a ɲ ə	 p ə ɾ t 'a ɲ e  
pertinença	p ə ɾ t i n 'ɛ n s ə	 p ə ɾ t i n 'e n s ə 
pesa	p 'e z ə	 p 'ə z ə 
pesen	p 'e z ə n	 p 'ə z ə n 
peses	p 'e z ə s	 p 'ə z ə s 
pessebre	p ə s 'e β ɾ ə	 p ə s 'ə β ɾ ə 
petges	p 'e d ʒ ə s	 p 'ə d ʒ ə s 
peti	p 'ɛ t i	 p 'ə t i 
petis	p 'ɛ t i s	 p 'ə t i s 
petja	p 'e d ʒ ə	 p 'ə d ʒ ə 
pigarg	p i ɣ 'a ɾ k	 p i ɣ 'a ɾ ə 
pigment	p i m m 'e n t	 p i ə m 'e n t 
Pitiüses	p i t i 'u z ə s	 p i t i 'u s ə s 
plaer	p l ə 'ə	 p l ə 'e 
plàncton	p l 'a ŋ t t o n	 p l ə n t t 'o n 
plànyer	p l 'a ɲ ə	 p l 'a ɲ e  
plens	p l 'ə n s	 p l 'e n s 
plomo	p l 'o m o	 p l 'ɔ m o 
plores	p l 'ɔ ɾ ə s	 p l 'o ɾ ə s 
ploriquejar	p l o ɾ i k ə ʒ 'a	 p l u ɾ i k ə ʒ 'a 
pneumàtic	n ə w m 'a t i k	 p n ə w m 'a t i k 
pneumàtica	n ə w m 'a t i k ə	 p n ə w m 'a t i k ə 
pneumàtics	n ə w m 'a t i t s	 p n ə w m 'a t i t s 
pneumònia	n ə w m 'ɔ n i ə	 p n ə w m 'ɔ n i ə 
poesia	p o ə z 'i ə	 p o ə s 'i ə 
polinesi	p o l i n 'ɛ z i	 p o l i n 'ə z i 
polipèptid	p o l i p 'ə t t i t	 p o l i p 'ɛ t t i t 
polisacàrid	p o l i z ə k 'a ɾ i t	 p u l i z ə k 'a ɾ i t 
polisacàrids	p o l i z ə k 'a ɾ i t s	 p u l i z ə k 'a ɾ i t s 
polissó	p o l i s 'o	 p u l i s 'o 
politeisme	p o l i t ə 'i z m ə	 p u l i t ə 'i z m ə 
politeista	p o l i t ə 'i s t ə	 p u l i t ə 'i s t ə 
politoxicòman	p o l i t o t s i k 'ɔ m ə n	 p u l i t u t s i k 'ɔ m ə n 
polla	p 'o ʎ ə	 p 'ɔ ʎ ə 
poloni	p o l 'ɔ n i	 p o l 'o n i 
polpa	p 'o l p ə	 p 'ɔ l p ə 
poltre	p 'o l t ɾ ə	 p 'ɔ l t ɾ ə 
