A	'ə	 ə 
reconeixement	r ə k u n ə ʃ ə m 'e n	 r ə k u n 'ɛ ʃ ə m 'ɛ n 
record	r ə k 'ɔ r t	 r ə k 'o r t 
recorre	r ə k 'o r ə	 r ə k 'ɔ r ə 
recórrer	r ə k 'o r ə	 r ə k 'o r 'e 
redempció	r ə ð ə m s i 'o	 r ə ð ə m p s i 'o 
redescobriment	r ə ð ə s k u β ɾ i m 'e n	 r ə ð ə s k 'ɔ β ɾ i m 'ɛ n 
reeixida	r ə ə ʃ 'i ð ə	 r e ə ʃ 'i ð ə 
reeixides	r ə ə ʃ 'i ð ə s	 r e ə ʃ 'i ð ə s 
reeixir	r ə ə ʃ 'i	 r e ə ʃ 'i 
reeixit	r ə ə ʃ 'i t	 r e ə ʃ 'i t 
reeixits	r ə ə ʃ 'i t s	 r e ə ʃ 'i t s 
reemplaçament	r e ə m p l ə s ə m 'e n	 r e ə m p l 'a s ə m 'ɛ n 
refer	r ə f 'e	 r ə f 'ɛ 
refet	r ə f 'e t	 r ə f 'ɛ t 
refeta	r ə f 'e t ə	 r ə f 'ɛ t ə 
reforç	r ə f 'ɔ r s	 r ə f 'o r s 
reforma	r ə f 'o r m ə	 r ə f 'ɔ r m ə 
reformadores	r ə f u r m ə ð 'o ɾ ə s	 r ə f u r m ə ð 'ɔ ɾ ə s 
refredament	r ə f ɾ ə ð ə m 'e n	 r ə f ɾ 'ɛ ð ə m 'ɛ n 
reg	r 'ɛ k	 r 'ɛ g 
rega	r 'e ɣ ə	 r 'ɛ ɣ ə 
regateig	r ə ɣ ə t 'ɛ t ʃ	 r ə ɣ ə t 'ɛ ʃ 
regent	r ə ʒ 'e n	 r ə ʒ 'ɛ n 
regiment	r ə ʒ i m 'e n	 r 'ɛ ʒ i m 'ɛ n 
reguitzell	r ə ɣ i d z 'e ʎ	 r ə ɣ i d z 'ɛ ʎ 
rei	r 'e j	 r 'ɛ i 
reialme	r ə j 'a l m ə	 r ə i 'a l m ə 
reiet	r ə j 'ɛ t	 r ə 'i 'ɛ t 
reietó	r ə j ə t 'o	 r ə i ə t 'o 
reig	r 'e t ʃ	 r 'ɛ ʃ 
reina	r 'e j n ə	 r 'ɛ j n ə 
reincident	r ə i n s i ð 'e n	 r ə i n s i ð 'ɛ n 
reincorporar	r ə i ŋ k u r p u ɾ 'a	 r ə 'i ŋ k u r p u ɾ 'a 
reintegració	r ə i n t ə ɣ ɾ ə s i 'o	 r ə 'i n t ə ɣ ɾ ə s i 'o 
reinterpretació	r ə i n t ə r p ɾ ə t ə s i 'o	 r ə 'i n t ə r p ɾ ə t ə s i 'o 
reis	r 'e j s	 r 'ɛ i s 
reiteració	r ə i t ə ɾ ə s i 'o	 r 'e j t ə ɾ ə s i 'o 
reiterada	r ə i t ə ɾ 'a ð ə	 r 'e j t ə ɾ 'a ð ə 
reiterades	r ə i t ə ɾ 'a ð ə s	 r 'e j t ə ɾ 'a ð ə s 
reiterar	r ə i t ə ɾ 'a	 r 'e j t ə ɾ 'a 
reiterat	r ə i t ə ɾ 'a t	 r 'e j t ə ɾ 'a t 
reiterats	r ə i t ə ɾ 'a t s	 r 'e j t ə ɾ 'a t s 
reixa	r 'e ʃ ə	 r 'ɛ ʃ ə 
reïxo	r ə 'i ʃ u	 r ə 'i k s u 
religiosa	r ə l i ʒ i 'o z ə	 r ə l i ʒ i 'ɔ z ə 
religiosos	r ə l i ʒ i 'o z u s	 r ə l i ʒ i 'ɔ z u s 
relleu	r ə ʎ 'e w	 r ə ʎ 'ɛ w 
rellotgeria	r ə ʎ u d ʒ ə ɾ 'i ə	 r ə ʎ 'ɔ d ʒ ə ɾ 'i ə 
remei	r ə m 'ɛ j	 r ə m 'ɛ i 
remeis	r ə m 'ɛ j s	 r ə m 'ɛ i s 
remissió	r ə m i s i 'o	 r 'ɛ m i s i 'o 
remot	r ə m 'ɔ t	 r ə m 'o t 
renaixement	r ə n ə ʃ ə m 'e n	 r ə n 'a ʃ ə m 'ɛ n 
renaixentista	r ə n ə ʃ ə n t 'i s t ə	 r ə n 'a ʃ ə n t 'i s t ə 
renda	r 'e n d ə	 r 'ɛ n d ə 
rendes	r 'e n d ə s	 r 'ɛ n d ə s 
rendiment	r ə n d i m 'e n	 r 'ɛ n d i m 'ɛ n 
renec	r ə n 'e k	 r ə n 'ɛ k 
renom	r ə n 'ɔ m	 r ə n 'o m 
renou	r ə n 'ɔ w	 r ə n 'o 
renta	r 'e n t ə	 r 'ɛ n t ə 
rentadora	r ə n t ə ð 'o ɾ ə	 r ə n t ə ð 'ɔ ɾ ə 
renten	r 'e n t ə n	 r 'ɛ n t ə n 
renti	r 'e n t i	 r 'ɛ n t i 
rentin	r 'e n t i n	 r 'ɛ n t i n 
repartiment	r ə p ə r t i m 'e n	 r ə p 'a r t i m 'ɛ n 
reporter	r ə p u r t 'e	 r ə p u r t 'ɛ 
repta	r 'e p t ə	 r 'ɛ p t ə 
repte	r 'e p t ə	 r 'ɛ p t ə 
reptes	r 'e p t ə s	 r 'ɛ p t ə s 
repto	r 'e p t u	 r 'ɛ p t u 
requeriment	r ə k ə ɾ i m 'e n	 r ə k 'ɛ ɾ i m 'ɛ n 
rere	r 'e ɾ ə	 r 'ɛ ɾ ə 
resa	r 'e z ə	 r 'ɛ z ə 
resen	r 'e z ə n	 r 'ɛ z ə n 
resident	r ə z i ð 'e n	 r ə z i ð 'ɛ n 
reso	r 'e z u	 r 'ɛ z u 
respatller	r ə s p ə ʎ ʎ 'e	 r ə s p ə ʎ ʎ 'ɛ 
respir	r ə s p 'i r	 r ə s p 'i 
respon	r ə s p 'ɔ n	 r ə s p 'o n 
respost	r ə s p 'ɔ s t	 r ə s p 'o s t 
ressol	r ə s 'ɔ l	 r ə s 'o l 
ressorgiment	r ə s u r ʒ i m 'e n	 r ə s 'ɔ r ʒ i m 'ɛ n 
resta	r 'e s t ə	 r 'ɛ s t ə 
restablida	r ə s t ə b b l 'i ð ə	 r ə s t 'a b b l 'i ð ə 
restablides	r ə s t ə b b l 'i ð ə s	 r ə s t 'a b b l 'i ð ə s 
restabliment	r ə s t ə b b l i m 'e n	 r ə s t 'a b b l i m 'ɛ n 
restablir	r ə s t ə b b l 'i	 r ə s t 'a b b l 'i 
restablit	r ə s t ə b b l 'i t	 r ə s t 'a b b l 'i t 
restablits	r ə s t ə b b l 'i t s	 r ə s t 'a b b l 'i t s 
resten	r 'e s t ə n	 r 'ɛ s t ə n 
restes	r 'e s t ə s	 r 'ɛ s t ə s 
resti	r 'e s t i	 r 'ɛ s t i 
restin	r 'e s t i n	 r 'ɛ s t i n 
resto	r 'e s t u	 r 'ɛ s t u 
ret	r 'e t	 r 'ɛ t 
retard	r ə t 'a r t	 r ə t 'a r 
retir	r ə t 'i r	 r ə t 'i 
retòrcer	r ə t 'ɔ r s ə	 r ə t 'ɔ r s ə r 
retret	r ə t ɾ 'e t	 r ə t ɾ 'ɛ t 
retrets	r ə t ɾ 'e t s	 r ə t ɾ 'ɛ t s 
retrobament	r ə t ɾ u β ə m 'e n	 r ə t ɾ 'ɔ β ə m 'ɛ n 
retrògrad	r ə t ɾ 'ɔ ɣ ɾ ə t	 r ə t ɾ 'ɔ ɣ ɾ ə ð 
reusenc	r ə w z 'ɛ ŋ	 r ə u z 'ɛ n s 
reverend	r ə β ə ɾ 'e n	 r ə β ə ɾ 'ɛ n d 
reverent	r ə β ə ɾ 'e n	 r ə β ə ɾ 'ɛ n 
revestiment	r ə β ə s t i m 'e n	 r ə β 'ɛ s t i m 'ɛ n 
revetlla	r ə β 'e ʎ ʎ ə	 r ə β 'ɛ ʎ ʎ ə 
revolt	r ə β 'ɔ l	 r ə β 'o ʎ 
Riad	r i 'a t	 r i 'a ð 
rialler	r i ə ʎ 'e	 r i ə ʎ 'ɛ 
riallera	r i ə ʎ 'e ɾ ə	 r i ə ʎ 'ɛ ɾ ə 
Ribagorça	r i β ə ɣ 'o r s ə	 r i β ə ɣ 'ɔ r s ə 
ribera	r i β 'e ɾ ə	 r i β 'ɛ ɾ ə 
riberenc	r i β ə ɾ 'ɛ ŋ	 r i β ə ɾ 'ɛ n s 
riera	r i 'e ɾ ə	 r i 'ɛ ɾ ə 
rigor	r i ɣ 'o r	 r i ɣ 'o 
ripollenc	r i p u ʎ 'ɛ ŋ	 r i p u ʎ 'ɛ n s 
robot	r u β 'ɔ t	 r u β 'o t 
roc	r 'ɔ k	 r 'o k 
Roc	r 'ɔ k	 r 'o k 
rock	r 'ɔ k	 r 'o k k 
rogenc	r u ʒ 'ɛ ŋ	 r u ʒ 'ɛ n s 
Roger	r u ʒ 'e	 r u ʒ 'ɛ 
roig	r 'ɔ t ʃ	 r 'o ʃ 
rol	r 'ɔ l	 r 'o l 
Roland	r u l 'a n	 r u l 'a n ə 
Roma	r 'o m ə	 r 'ɔ m ə 
romancejar	r u m ə n s ə ʒ 'a	 r u m 'a n s ə ʒ 'a 
rombe	r 'o m b ə	 r 'ɔ m b ə 
rombes	r 'o m b ə s	 r 'ɔ m b ə s 
rompre	r 'o m p ɾ ə	 r 'ɔ m p ɾ ə 
rompuda	r u m p 'u ð ə	 r 'o m p 'u ð ə 
rompudes	r u m p 'u ð ə s	 r 'o m p 'u ð ə s 
romput	r u m p 'u t	 r 'o m p 'u t 
romputs	r u m p 'u t s	 r 'o m p 'u t s 
ronca	r 'o ŋ k ə	 r 'ɔ ŋ k ə 
ronda	r 'o n d ə	 r 'ɔ n d ə 
rondes	r 'o n d ə s	 r 'ɔ n d ə s 
ronquera	r u ŋ k 'e ɾ ə	 r u ŋ k 'ɛ ɾ ə 
ronya	r 'o ɲ ə	 r 'ɔ ɲ ə 
rosegaaltars	r u z ə ɣ ə ə l t 'a s	 r u z ə ɣ ə ə l t 'a r s 
roser	r u z 'e	 r u z 'ɛ 
Roser	r u z 'e	 r u z 'ɛ 
rossa	r 'o s ə	 r 'ɔ s ə 
rosses	r 'o s ə s	 r 'ɔ s ə s 
rossinyol	r u s i ɲ 'ɔ l	 r u s i ɲ 'o 
rossos	r 'o s u s	 r 'ɔ s u s 
rota	r 'o t ə	 r 'ɔ t ə 
roti	r 'o t i	 r 'ɔ t i 
rotonda	r u t 'o n d ə	 r u t 'ɔ n d ə 
rotund	r u t 'u n	 r u t 'u n d 
rou	r 'o w	 r 'o 
roure	r 'o w ɾ ə	 r 'ɔ w ɾ ə 
rubor	r u β 'o r	 r u β 'o 
ruixada	r u ʃ 'a ð ə	 r u i ʃ 'a ð ə 
ruixades	r u ʃ 'a ð ə s	 r u i ʃ 'a ð ə s 
ruixar	r u ʃ 'a	 r u i ʃ 'a 
ruixat	r u ʃ 'a t	 r u i ʃ 'a t 
ruixats	r u ʃ 'a t s	 r u i ʃ 'a t s 
rumb	r 'u m	 r 'u m b 
rumbós	r u m b 'o s	 r 'u m b 'o s 
rumor	r u m 'o r	 r u m 'o 
ruptura	r u p t 'u ɾ ə	 r 'u p t 'u ɾ ə 
rutè	r u t 'ɛ	 r 'u t 'ɛ 
sa	s 'ə	 s ə 
Sabadell	s ə β ə ð 'e ʎ	 s ə β ə ð 'ɛ ʎ 
sabadellenc	s ə β ə ð ə ʎ 'ɛ ŋ	 s ə β ə ð ə ʎ 'ɛ n s 
sabater	s ə β ə t 'e	 s ə β ə t 'ɛ 
Sabater	s ə β ə t 'e	 s ə β ə t 'ɛ 
sabor	s ə β 'o r	 s ə β 'o 
sacseig	s ə k s 'ɛ t ʃ	 s ə k s 'ɛ ʃ 
safareig	s ə f ə ɾ 'ɛ t ʃ	 s ə f ə ɾ 'ɛ ʃ 
sagrament	s ə ɣ ɾ ə m 'e n	 s 'a ɣ ɾ ə m 'ɛ n 
sagrera	s ə ɣ ɾ 'e ɾ ə	 s ə ɣ ɾ 'ɛ ɾ ə 
saguaro	s ə ɣ w 'a ɾ u	 s ə ɣ u 'a ɾ u 
saig	s 'a t ʃ	 s 'a 'i ə 
sainet	s ə j n 'ɛ t	 s ə i n 'ɛ t 
salmorra	s ə l m 'o r ə	 s ə l m 'ɔ r ə 
salt	s 'a l	 s 'a l t 
Salt	s 'a l	 s 'a l t 
salvadorenc	s ə l β ə ð u ɾ 'ɛ ŋ	 s ə l β ə ð u ɾ 'ɛ n s 
sanejament	s ə n ə ʒ ə m 'e n	 s ə n 'ɛ ʒ ə m 'ɛ n 
saqueig	s ə k 'ɛ t ʃ	 s ə k 'ɛ ʃ 
sard	s 'a r	 s 'a r t 
satisfer	s ə t i s f 'e	 s ə t i s f 'ɛ r 
satisfet	s ə t i s f 'e t	 s ə t i s f 'ɛ t 
satisfeta	s ə t i s f 'e t ə	 s ə t i s f 'ɛ t ə 
satisfetes	s ə t i s f 'e t ə s	 s ə t i s f 'ɛ t ə s 
satisfets	s ə t i s f 'e t s	 s ə t i s f 'ɛ t s 
saüc	s ə 'u k	 s 'a 'u k 
sauna	s 'a w n ə	 s 'a 'u n ə 
saxofon	s ə k s u f 'ɔ n	 s ə k s u f 'o n 
secret	s ə k ɾ 'e t	 s ə k ɾ 'ɛ t 
secreta	s ə k ɾ 'e t ə	 s ə k ɾ 'ɛ t ə 
secretes	s ə k ɾ 'e t ə s	 s ə k ɾ 'ɛ t ə s 
secrets	s ə k ɾ 'e t s	 s ə k ɾ 'ɛ t s 
secular	s ə k u l 'a r	 s ə k u l 'a 
sedenc	s ə ð 'ɛ ŋ	 s ə ð 'ɛ n s 
sega	s 'e ɣ ə	 s 'ɛ ɣ ə 
segadora	s ə ɣ ə ð 'o ɾ ə	 s ə ɣ ə ð 'ɔ ɾ ə 
segarrenc	s ə ɣ ə r 'ɛ ŋ	 s ə ɣ ə r 'ɛ ŋ k 
segell	s ə ʒ 'e ʎ	 s ə ʒ 'ɛ ʎ 
segrest	s ə ɣ ɾ 'e s t	 s ə ɣ ɾ 'ɛ s t 
segrianenc	s ə ɣ ɾ i ə n 'ɛ ŋ	 s ə ɣ ɾ i ə n 'ɛ n s 
següent	s ə ɣ w 'e n	 s ə ɣ w 'ɛ n 
seguici	s ə ɣ 'i s i	 s ə ɣ u 'i s i 
segurs	s ə ɣ 'u s	 s ə ɣ 'u r s 
seient	s ə j 'e n	 s ə i 'ɛ n 
seitó	s ə j t 'o	 s ə i t 'o 
semblantment	s ə m b l ə m m 'e n	 s ə m b l 'a n i m 'ɛ n 
sembra	s 'e m b ɾ ə	 s 'ɛ m b ɾ ə 
sembren	s 'e m b ɾ ə n	 s 'ɛ m b ɾ ə n 
semiautònoma	s ə m i ə w t 'ɔ n u m ə	 s ə m i 'a w t 'ɔ n u m ə 
semiautònomes	s ə m i ə w t 'ɔ n u m ə s	 s ə m i 'a w t 'ɔ n u m ə s 
semiautònoms	s ə m i ə w t 'ɔ n u m s	 s ə m i 'a w t 'ɔ n u m s 
sempre	s 'e m p ɾ ə	 s 'ɛ m p ɾ ə 
senda	s 'e n d ə	 s 'ɛ n d ə 
sender	s ə n d 'e	 s ə n d 'ɛ 
sénia	s 'e n i ə	 s 'e n 'i ə 
sènior	s 'ɛ n i u r	 s 'ɛ n i 'o 
sens	s 'e n s	 s 'ɛ n s 
sense	s 'e n s ə	 s 'ɛ n s ə 
sent	s 'e n	 s 'ɛ n 
senten	s 'e n t ə n	 s 'ɛ n t ə n 
senti	s 'e n t i	 s 'ɛ n t i 
sentiment	s ə n t i m 'e n	 s 'ɛ n t i m 'ɛ n 
sentin	s 'e n t i n	 s 'ɛ n t i n 
sentinella	s ə n t i n 'e ʎ ə	 s ə n t i n 'ɛ ʎ ə 
sentis	s 'e n t i s	 s 'ɛ n t i s 
sento	s 'e n t u	 s 'ɛ n t u 
senyera	s ə ɲ 'e ɾ ə	 s ə ɲ 'ɛ ɾ ə 
senyora	s ə ɲ 'o ɾ ə	 s ə ɲ 'ɔ ɾ ə 
senyores	s ə ɲ 'o ɾ ə s	 s ə ɲ 'ɔ ɾ ə s 
septentrió	s ə p t ə n t ɾ i 'o	 s 'e p t ə n t ɾ i 'o 
septentrional	s ə p t ə n t ɾ i u n 'a l	 s 'e p t ə n t ɾ i u n 'a l 
sepultura	s ə p u l t 'u ɾ ə	 s ə p 'u l t 'u ɾ ə 
ser	s 'e	 s 'ɛ 
sergent	s ə r ʒ 'e n	 s ə r ʒ 'ɛ n 
serp	s 'e r p	 s 'ɛ r p 
serreig	s ə r 'ɛ t ʃ	 s ə r 'ɛ ʃ 
serrell	s ə r 'e ʎ	 s ə r 'ɛ ʎ 
sers	s 'e r s	 s 'ɛ r s 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ɛ m b ɾ ə 
setge	s 'e d ʒ ə	 s 'ɛ d ʒ ə 
setges	s 'e d ʒ ə s	 s 'ɛ d ʒ ə s 
seu	s 'e w	 s 'ɛ w 
Seül	s ə 'u l	 s 'e 'u l 
seus	s 'e w s	 s 'ɛ w s 
seva	s 'e β ə	 s 'ɛ β ə 
sever	s ə β 'e r	 s ə β 'ɛ r 
Sever	s ə β 'e r	 s ə β 'ɛ r 
severa	s ə β 'e ɾ ə	 s ə β 'ɛ ɾ ə 
severes	s ə β 'e ɾ ə s	 s ə β 'ɛ ɾ ə s 
seves	s 'e β ə s	 s 'ɛ β ə s 
si	s 'i	 s i 
silent	s i l 'e n	 s i l 'ɛ n 
silesià	s i l ə z i 'a	 s 'i l ə z i 'a 
similar	s i m i l 'a r	 s i m i l 'a 
simultaneïtat	s i m u l t ə n ə i t 'a t	 s i m u l t 'a n ə i t 'a t 
sincer	s i n s 'e	 s i n s 'ɛ 
sincera	s i n s 'e ɾ ə	 s i n s 'ɛ ɾ ə 
síndria	s 'i n d ɾ i ə	 s 'i n d ɾ 'i ə 
síndrome	s 'i n d ɾ u m ə	 s 'i n d ɾ 'ɔ m ə 
sisè	s i z 'ɛ	 s i s 'ɛ 
sistema	s i s t 'e m ə	 s i s t 'ɛ m ə 
sitiet	s i t i 'ɛ t	 s i t 'i 'ɛ t 
sivella	s i β 'e ʎ ə	 s i β 'ɛ ʎ ə 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
sobreviscuda	s u β ɾ ə β i s k 'u ð ə	 s u β ɾ ə β 'i s k 'u ð ə 
sobreviscudes	s u β ɾ ə β i s k 'u ð ə s	 s u β ɾ ə β 'i s k 'u ð ə s 
sobreviscut	s u β ɾ ə β i s k 'u t	 s u β ɾ ə β 'i s k 'u t 
sobreviscuts	s u β ɾ ə β i s k 'u t s	 s u β ɾ ə β 'i s k 'u t s 
sobta	s 'o p t ə	 s 'ɔ b t ə 
sobtis	s 'ɔ p t i s	 s 'ɔ b t i s 
soc	s 'ɔ k	 s 'o k 
socórrer	s u k 'o r ə	 s u k 'o r 'e 
soferts	s u f 'ɛ r s	 s u f 'ɛ r t s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sofriment	s u f ɾ i m 'e n	 s 'ɔ f ɾ i m 'ɛ n 
sol	s 'ɔ l	 s 'o l 
solar	s u l 'a r	 s u l 'a 
solc	s 'ɔ l k	 s 'o l k 
solera	s u l 'e ɾ ə	 s u l 'ɛ ɾ ə 
solquen	s 'o l k ə n	 s 'ɔ l k ə n 
solraig	s u l r 'a t ʃ	 s u l r 'a 'i ə 
sols	s 'ɔ l s	 s 'o l s 
solsonenc	s u l s u n 'ɛ ŋ	 s u l s u n 'ɛ n s 
solter	s u l t 'e	 s u l t 'ɛ 
son	s 'ɔ n	 s 'o n 
sonda	s 'o n d ə	 s 'ɔ n d ə 
sondeig	s u n d 'ɛ t ʃ	 s u n d 'ɛ ʃ 
sondes	s 'o n d ə s	 s 'ɔ n d ə s 
sonor	s u n 'o r	 s u n 'o 
sonora	s u n 'o ɾ ə	 s u n 'ɔ ɾ ə 
sons	s 'ɔ n s	 s 'o n s 
sopa	s 'o p ə	 s 'ɔ p ə 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sopluig	s u p l 'u t ʃ	 s 'ɔ p l 'u ʃ 
sopor	s u p 'o r	 s u p 'o 
sorgiment	s u r ʒ i m 'e n	 s 'ɔ r ʒ i m 'ɛ n 
sorna	s 'o r n ə	 s 'ɔ r n ə 
sorneguer	s u r n ə ɣ 'e	 s u r n ə ɣ 'ɛ 
sorprenentment	s u r p ɾ ə n ə m m 'e n	 s u r p ɾ ə n 'ɛ n i m 'ɛ n 
sorra	s 'o r ə	 s 'ɔ r ə 
sorrenc	s u r 'ɛ ŋ	 s u r 'ɛ ŋ k 
sorrut	s u r 'u t	 s 'o r 'u t 
sort	s 'ɔ r t	 s 'o r t 
sorteig	s u r t 'ɛ t ʃ	 s u r t 'ɛ ʃ 
sortenc	s u r t 'ɛ ŋ	 s u r t 'ɛ n s 
sosa	s 'o z ə	 s 'ɔ z ə 
sospir	s u s p 'i r	 s u s p 'i 
sot	s 'ɔ t	 s 'o t 
sota	s 'o t ə	 s 'ɔ t ə 
soterrament	s u t ə r ə m 'e n	 s u t 'ɛ r ə m 'ɛ n 
sotmetiment	s u d m ə t i m 'e n	 s u d m 'ɛ t i m 'ɛ n 
sotragueig	s u t ɾ ə ɣ 'ɛ t ʃ	 s u t ɾ ə ɣ u 'ɛ ʃ 
sous	s 'ɔ w s	 s 'o w s 
sovintejada	s u β i n t ə ʒ 'a ð ə	 s u β 'i n t ə ʒ 'a ð ə 
sovintejades	s u β i n t ə ʒ 'a ð ə s	 s u β 'i n t ə ʒ 'a ð ə s 
sovintejar	s u β i n t ə ʒ 'a	 s u β 'i n t ə ʒ 'a 
sovintejat	s u β i n t ə ʒ 'a t	 s u β 'i n t ə ʒ 'a t 
sovintejats	s u β i n t ə ʒ 'a t s	 s u β 'i n t ə ʒ 'a t s 
subaltern	s u p ə l t 'ɛ r n	 s u β ə l t 'ɛ r n 
subalterna	s u p ə l t 'ɛ r n ə	 s u β ə l t 'ɛ r n ə 
subalternes	s u p ə l t 'ɛ r n ə s	 s u β ə l t 'ɛ r n ə s 
subaquàtic	s u p ə k w 'a t i k	 s u β ə k w 'a t i k 
subhasta	s u β 'a s t ə	 s u β u 'a s t ə 
subjecte	s u b ʒ 'e k t ə	 s u b ʒ 'ɛ k t ə 
sublim	s u β l 'i m	 s u p l 'i m 
subministrament	s u b m i n i s t ɾ ə m 'e n	 s u b m i n 'i s t ɾ ə m 'ɛ n 
subratllades	s u β ɾ ə ʎ ʎ 'a ð ə s	 s u β ɾ 'a t ə l 'a ð ə s 
subratllar	s u b r ə ʎ ʎ 'a	 s u β ɾ ə ʎ ʎ 'a 
subrogar	s u b r u ɣ 'a	 s u β ɾ u ɣ 'a 
subsaharià	s u p s ə ə ɾ i 'a	 s u p s ə β ə ɾ i 'a 
subsegüent	s u p s ə ɣ w 'e n	 s u p s ə ɣ w 'ɛ n 
succeït	s u k s ə 'i t	 s u k s 'e 'i t 
sud	s 'u t	 s 'u d 
suficient	s u f i s i 'e n	 s u f i s i 'ɛ n 
suficientment	s u f i s i ə m m 'e n	 s u f i s i 'ɛ n i m 'ɛ n 
sulfur	s u l f 'u r	 s u l f 'u 
supera	s u p 'e ɾ ə	 s u p 'ɛ ɾ ə 
superior	s u p ə ɾ i 'o r	 s u p ə ɾ i 'o 
supero	s u p 'e ɾ u	 s u p 'ɛ ɾ u 
suplement	s u p l ə m 'e n	 s 'u p l ə m 'ɛ n 
suplent	s u p l 'e n	 s u p l 'ɛ n 
suport	s u p 'ɔ r t	 s u p 'o r t 
suprem	s u p ɾ 'e m	 s u p ɾ 'ɛ m 
surenc	s u ɾ 'ɛ ŋ	 s u ɾ 'ɛ n s 
sutzura	s u d z 'u ɾ ə	 s 'u d z 'u ɾ ə 
tabaquer	t ə β ə k 'e	 t ə β ə k 'ɛ 
tabaquera	t ə β ə k 'e ɾ ə	 t ə β ə k 'ɛ ɾ ə 
tabard	t ə β 'a r	 t ə β 'a r t 
tabloide	t ə b b l 'ɔ j ð ə	 t 'a b b l 'ɔ j ð ə 
tafaner	t ə f ə n 'e	 t ə f ə n 'ɛ 
tafur	t ə f 'u r	 t ə f 'u 
tailandesa	t ə j l ə n d 'ɛ z ə	 t 'a j l ə n d 'ɛ z ə 
tailandeses	t ə j l ə n d 'ɛ z ə s	 t 'a j l ə n d 'ɛ z ə s 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
talent	t ə l 'e n	 t ə l 'ɛ n 
taller	t ə ʎ 'e	 t ə ʎ 'ɛ 
tampoc	t ə m p 'ɔ k	 t ə m p 'o k 
tanc	t 'a ŋ	 t 'a ŋ k 
tancament	t ə ŋ k ə m 'e n	 t 'a ŋ k ə m 'ɛ n 
tangent	t ə n ʒ 'e n	 t ə n ʒ 'ɛ n 
tanmateix	t ə m m ə t 'e ʃ	 t ə n m ə t 'ɛ ʃ 
tapadora	t ə p ə ð 'o ɾ ə	 t ə p ə ð 'ɔ ɾ ə 
taquiller	t ə k i ʎ 'e	 t ə k i ʎ 'ɛ 
tard	t 'a r t	 t 'a r 
Tarragona	t ə r ə ɣ 'o n ə	 t ə r ə ɣ 'ɔ n ə 
tàrtar	t 'a r t ə r	 t 'a r t 'a 
Tàrtar	t 'a r t ə r	 t 'a r t 'a 
tartera	t ə r t 'e ɾ ə	 t ə r t 'ɛ ɾ ə 
tatxonar	t ə t ʃ u n 'a	 t 'a t ʃ u n 'a 
tauler	t ə w l 'e	 t ə w l 'ɛ r 
taüt	t ə 'u t	 t 'a 'u t 
te	t 'ə	 t ə 
teatre	t e 'a t ɾ ə	 ə e 'a t ɾ ə 
tecla	t 'e k l ə	 t 'ɛ k l ə 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
teix	t 'e ʃ	 t 'ɛ ʃ 
telèfons	t ə l 'ɛ f u n s	 t ə l 'ɛ f 'o n s 
teler	t ə l 'e	 t ə l 'ɛ 
telescopi	t ə l ə s k 'ɔ p i	 t 'ɛ l ə s k 'ɔ p i 
telescòpic	t ə l ə s k 'ɔ p i k	 t 'ɛ l ə s k 'ɔ p i k 
telescòpica	t ə l ə s k 'ɔ p i k ə	 t 'ɛ l ə s k 'ɔ p i k ə 
telescòpics	t ə l ə s k 'ɔ p i k s	 t 'ɛ l ə s k 'ɔ p i k s 
telescòpiques	t ə l ə s k 'ɔ p i k ə s	 t 'ɛ l ə s k 'ɔ p i k ə s 
tellerina	t ə ʎ ə ɾ 'i n ə	 t 'e ʎ ə ɾ 'i n ə 
teloner	t ə l u n 'e	 t ə l u n 'ɛ 
tem	t 'e m	 t 'ɛ m 
tema	t 'e m ə	 t 'ɛ m ə 
temen	t 'e m ə n	 t 'ɛ m ə n 
témer	t 'e m ə	 t 'e m 'e 
temes	t 'e m ə s	 t 'ɛ m ə s 
temo	t 'e m u	 t 'ɛ m u 
temor	t ə m 'o r	 t ə m 'o 
temperament	t ə m p ə ɾ ə m 'e n	 t ə m p 'ɛ ɾ ə m 'ɛ n 
tempesta	t ə m p 'e s t ə	 t ə m p 'ɛ s t ə 
templa	t 'e m p l ə	 t 'ɛ m p l ə 
temple	t 'e m p l ə	 t 'ɛ m p l ə 
temples	t 'e m p l ə s	 t 'ɛ m p l ə s 
temporer	t ə m p u ɾ 'e	 t ə m p u ɾ 'ɛ 
temps	t 'e m s	 t 'ɛ m p s 
tempteig	t ə m t 'ɛ t ʃ	 t ə m p t 'ɛ ʃ 
tenc	t 'ɛ ŋ	 t 'ɛ n s 
tenda	t 'e n d ə	 t 'ɛ n d ə 
tendenciosa	t ə n d ə n s i 'o z ə	 t ə n d ə n s i 'ɔ z ə 
tendencioses	t ə n d ə n s i 'o z ə s	 t ə n d ə n s i 'ɔ z ə s 
tendenciosos	t ə n d ə n s i 'o z u s	 t ə n d ə n s i 'ɔ z u s 
tendes	t 'e n d ə s	 t 'ɛ n d ə s 
