A	'ə	 ə 
seitó	s ə j t 'o	 s ə i t 'o 
sembra	s 'e m b ɾ ə	 s 'ə m b ɾ ə 
semiautònoma	s ə m i ə w t 'ɔ n o m ə	 s ə m i 'a w t 'ɔ n o m ə 
semiautònomes	s ə m i ə w t 'ɔ n o m ə s	 s ə m i 'a w t 'ɔ n o m ə s 
sempre	s 'e m p ɾ ə	 s 'ə m p ɾ ə 
senda	s 'e n d ə	 s 'ɛ n d ə 
sender	s ə n d 'e	 s ə n d 'ə 
sénia	s 'e n i ə	 s 'e n 'i ə 
sense	s 'e n s ə	 s 'ə n s ə 
sent	s 'e n t	 s 'ə n t 
senten	s 'e n t ə n	 s 'ə n t ə n 
sentiment	s ə n t i m 'e n t	 s 'ɛ n t i m 'ə n t 
sentinella	s ə n t i n 'e ʎ ə	 s ə n t i n 'ə ʎ ə 
sento	s 'e n t o	 s 'ɛ n t o 
senyera	s ə ɲ 'e ɾ ə	 s ə ɲ 'ɛ ɾ ə 
senyora	s ə ɲ 'o ɾ ə	 s ə ɲ 'ɔ ɾ ə 
senyores	s ə ɲ 'o ɾ ə s	 s ə ɲ 'ɔ ɾ ə s 
sèpsia	s 'ə t s i ə	 s 'ə p s i ə 
sepultura	s ə p u l t 'u ɾ ə	 s ə p 'u l t 'u ɾ ə 
sequoia	s ə k w 'ɔ j ə	 s ə k 'ɔ j ə 
sergent	s ə ɾ ʒ 'e n t	 s ə ɾ ʒ 'ɛ n t 
serrell	s ə r 'e ʎ	 s ə r 'ə ʎ 
servera	s ə ɾ v 'e ɾ ə	 s ə ɾ v 'ɛ ɾ ə 
setembre	s ə t 'e m b ɾ ə	 s ə t 'ə m b ɾ ə 
setge	s 'e d ʒ ə	 s 'ə d ʒ ə 
setges	s 'e d ʒ ə s	 s 'ə d ʒ ə s 
seua	s 'e w ə	 s 'ə w ə 
seure	s 'ə w ɾ ə	 s 'ɛ w ɾ ə 
seva	s 'e v ə	 s 'ə v ə 
Sever	s ə v 'e	 s ə v 'ə 
sèver	s 'ə v ə	 s v 'e  
severa	s ə v 'e ɾ ə	 s ə v 'ɛ ɾ ə 
severes	s ə v 'e ɾ ə s	 s ə v 'ɛ ɾ ə s 
seves	s 'e v ə s	 s 'ə v ə s 
signada	s i n n 'a ð ə	 s i ə n 'a ð ə 
signades	s i n n 'a ð ə s	 s i ə n 'a ð ə s 
silent	s i l 'e n t	 s i l 'ə n t 
Silèsia	s i l 'ɛ z i ə	 s i l 'ə z i ə 
simultaneïtat	s i m u l t ə n ə i t 'a t	 s i m u l t 'a n ə i t 'a t 
sinagoga	s i n ə ɣ 'o ɣ ə	 s i n ə ɣ 'ɔ ɣ ə 
sincera	s i n s 'e ɾ ə	 s i n s 'ɛ ɾ ə 
síndria	s 'i n d ɾ i ə	 s 'i n d ɾ 'i ə 
síndrome	s 'i n d ɾ o m ə	 s 'i n d ɾ 'ɔ m ə 
singapurès	s i ŋ g ə p u ɾ 'ə s	 s i ŋ g ə p 'u ɾ 'ə s 
sisè	s i z 'ə	 s i s 'ə 
sistema	s i s t 'e m ə	 s i s t 'ə m ə 
sitiet	s i t i 'ə t	 s i t 'i 'ə t 
sivella	s i v 'e ʎ ə	 s i v 'ə ʎ ə 
sobre	s 'o β ɾ ə	 s 'ɔ β ɾ ə 
sobta	s 'o t t ə	 s 'ɔ t t ə 
soferts	s o f 'ɛ ɾ s	 s o f 'ɛ ɾ t s 
sofre	s 'o f ɾ ə	 s 'ɔ f ɾ ə 
sofriment	s o f ɾ i m 'e n t	 s 'ɔ f ɾ i m 'ə n t 
solera	s o l 'e ɾ ə	 s o l 'ɛ ɾ ə 
solquen	s 'o l k ə n	 s 'ɔ l k ə n 
solter	s o l t 'e	 s o l t 'ə 
sonda	s 'o n d ə	 s 'ɔ n d ə 
sondes	s 'o n d ə s	 s 'ɔ n d ə s 
sonora	s o n 'o ɾ ə	 s o n 'ɔ ɾ ə 
sopa	s 'o p ə	 s 'ɔ p ə 
sopen	s 'o p ə n	 s 'ɔ p ə n 
sopes	s 'o p ə s	 s 'ɔ p ə s 
sorda	s 'o ɾ ð ə	 s 'ɔ ɾ ð ə 
sordes	s 'o ɾ ð ə s	 s 'ɔ ɾ ð ə s 
sorna	s 'o ɾ n ə	 s 'ɔ ɾ n ə 
sorneguer	s o ɾ n ə ɣ 'e	 s o ɾ n ə ɣ 'ə 
sorra	s 'o r ə	 s 'ɔ r ə 
sorrut	s o r 'u t	 s 'o r 'u t 
sosa	s 'o z ə	 s 'ɔ z ə 
sostinguda	s o s t i ŋ g 'u ð ə	 s o s t 'i ŋ g 'u ð ə 
sostingudes	s o s t i ŋ g 'u ð ə s	 s o s t 'i ŋ g 'u ð ə s 
sostingut	s o s t i ŋ g 'u t	 s o s t 'i ŋ g 'u t 
sostinguts	s o s t i ŋ g 'u t s	 s o s t 'i ŋ g 'u t s 
sostre	s 'o s t ɾ ə	 s 'ɔ s t ɾ ə 
sostres	s 'o s t ɾ ə s	 s 'ɔ s t ɾ ə s 
sostreure	s o s t ɾ 'ə w ɾ ə	 s o s t ɾ 'ɛ w ɾ ə 
sota	s 'o t ə	 s 'ɔ t ə 
soterrament	s o t ə r ə m 'e n t	 s o t 'ɛ r ə m 'ə n t 
sotmetiment	s o m m ə t i m 'e n t	 s o m m 'ɛ t i m 'ə n t 
sous	s 'ɔ w s	 s 'o 'u s 
sovintejada	s o v i n t ə ʒ 'a ð ə	 s o v 'i n t ə ʒ 'a ð ə 
sovintejades	s o v i n t ə ʒ 'a ð ə s	 s o v 'i n t ə ʒ 'a ð ə s 
sovintejar	s o v i n t ə ʒ 'a	 s o v 'i n t ə ʒ 'a 
sovintejat	s o v i n t ə ʒ 'a t	 s o v 'i n t ə ʒ 'a t 
sovintejats	s o v i n t ə ʒ 'a t s	 s o v 'i n t ə ʒ 'a t s 
subhasta	s u β 'a s t ə	 s u β i 'a s t ə 
subratllades	s u β ɾ ə l ʎ ʎ 'a ð ə s	 s u β ɾ 'a ʎ ʎ 'a ð ə s 
subscriure	s u p s k ɾ 'i w ɾ ə	 s u t s k ɾ 'i w ɾ ə 
substància	s u p s t 'a n s i ə	 s u t s t 'a n s i ə 
sucursal	s u k u ɾ s 'a l	 s u k 'u s 'a l 
sucursals	s u k u ɾ s 'a l s	 s u k 'u s 'a l s 
Suècia	s u 'ə s i ə	 s u 'ɛ s i ə 
suficient	s u f i s i 'e n t	 s u f i s i 'ɛ n t 
súper	s 'u p ə	 s 'u p 'e  
supera	s u p 'e ɾ ə	 s u p 'ɛ ɾ ə 
suplement	s u p l ə m 'e n t	 s 'u p l ə m 'ə n t 
suplent	s u p l 'e n t	 s u p l 'ə n t 
suport	s u p 'ɔ ɾ t	 s u p 'o ɾ t 
sutzura	s u d z 'u ɾ ə	 s 'u d z 'u ɾ ə 
tabaquer	t ə β ə k 'e	 t ə β ə k 'ə 
tabaquera	t ə β ə k 'e ɾ ə	 t ə β ə k 'ɛ ɾ ə 
tafaner	t ə f ə n 'e	 t ə f ə n 'ə 
tailandesa	t ə j l ə n d 'ə z ə	 t 'a j l ə n d 'ə z ə 
tailandeses	t ə j l ə n d 'ə z ə s	 t 'a j l ə n d 'ə z ə s 
Tailàndia	t ə j l 'a n d i ə	 t ə i l 'a n d i ə 
talent	t ə l 'e n t	 t ə l 'ə n t 
taller	t ə ʎ 'e	 t ə ʎ 'ə 
tàlveg	t 'a l v ə k	 t 'a l v ə ɣ 
tancament	t ə ŋ k ə m 'e n t	 t 'a ŋ k ə m 'ə n t 
tangent	t ə n ʒ 'e n t	 t ə n ʒ 'ɛ n t 
tanmateix	t ə m m ə t 'e ʃ	 t ə m m ə t 'ə ʃ 
tanoca	t ə n 'o k ə	 t ə n 'ɔ k ə 
tapadora	t ə p ə ð 'o ɾ ə	 t ə p ə ð 'ɔ ɾ ə 
taquiller	t ə k i ʎ 'e	 t ə k i ʎ 'ə 
tard	t 'a ɾ t	 t 'a ɾ ə 
Tarragona	t ə r ə ɣ 'o n ə	 t ə r ə ɣ 'ɔ n ə 
tartera	t ə ɾ t 'e ɾ ə	 t ə ɾ t 'ɛ ɾ ə 
tàtar	t 'a t ə	 t 'a t 'a 
tatxonar	t ə t ʃ o n 'a	 t 'a t ʃ o n 'a 
tauler	t ə w l 'e	 t ə w l 'ə 
taüt	t ə 'u t	 t 'a 'u t 
tèbia	t 'ə β i ə	 t 'ɛ β i ə 
tecla	t 'e k l ə	 t 'ɛ k l ə 
tecles	t 'e k l ə s	 t 'ɛ k l ə s 
teix	t 'e ʃ	 t 'ə ʃ 
telèfons	t ə l 'ə f o n s	 t ə l 'ə f 'o n s 
teler	t ə l 'e	 t ə l 'ə 
teloner	t ə l o n 'e	 t ə l o n 'ə 
tema	t 'e m ə	 t 'ə m ə 
temen	t 'e m ə n	 t 'ə m ə n 
témer	t 'e m ə	 t 'e m 'e  
temes	t 'e m ə s	 t 'ə m ə s 
temo	t 'e m o	 t 'ə m o 
temperament	t ə m p ə ɾ ə m 'e n t	 t ə m p 'ɛ ɾ ə m 'ə n t 
tempesta	t ə m p 'e s t ə	 t ə m p 'ə s t ə 
templa	t 'e m p l ə	 t 'ə m p l ə 
temple	t 'e m p l ə	 t 'ə m p l ə 
temples	t 'e m p l ə s	 t 'ə m p l ə s 
temporer	t ə m p o ɾ 'e	 t ə m p o ɾ 'ə 
temptada	t ə m t 'a ð ə	 t ə m ə t 'a ð ə 
temptades	t ə m t 'a ð ə s	 t ə m ə t 'a ð ə s 
temptat	t ə m t 'a t	 t ə m ə t 'a t 
temptats	t ə m t 'a t s	 t ə m ə t 'a t s 
tenda	t 'e n d ə	 t 'ɛ n d ə 
tendenciosa	t ə n d ə n s i 'o z ə	 t ə n d ə n s i 'ɔ s ə 
tendencioses	t ə n d ə n s i 'o z ə s	 t ə n d ə n s i 'ɔ s ə s 
tendenciosos	t ə n d ə n s i 'o z o s	 t ə n d ə n s i 'ɔ z o s 
tendes	t 'e n d ə s	 t 'ə n d ə s 
tenebra	t ə n 'e β ɾ ə	 t ə n 'ə β ɾ ə 
tenebres	t ə n 'e β ɾ ə s	 t ə n 'ə β ɾ ə s 
tenebrosa	t ə n ə β ɾ 'o z ə	 t ə n ə β ɾ 'ɔ z ə 
tenebroses	t ə n ə β ɾ 'o z ə s	 t ə n ə β ɾ 'ɔ z ə s 
tenebrosos	t ə n ə β ɾ 'o z o s	 t ə n ə β ɾ 'ɔ z o s 
tenen	t 'e n ə n	 t 'ə n ə n 
téntol	t 'e n t o l	 t 'e n t 'ɔ l 
terapèutic	t ə ɾ ə p 'ə w t i k	 t ə ɾ ə p 'ɛ w t i k 
tercer	t ə ɾ s 'e	 t ə ɾ s 'ə 
tercera	t ə ɾ s 'e ɾ ə	 t ə ɾ s 'ɛ ɾ ə 
terrestre	t ə r 'e s t ɾ ə	 t ə r 'ə s t ɾ ə 
terrestres	t ə r 'e s t ɾ ə s	 t ə r 'ə s t ɾ ə s 
Teseu	t ə z 'ɛ w	 t ə s 'ɛ w 
testament	t ə s t ə m 'e n t	 t 'ə s t ə m 'ə n t 
tètanus	t 'ə t ə n u s	 t 'ə t ə n 'u s 
teuladí	t ə w l ə ð 'i	 t ə w l 'a ð 'i 
teva	t 'e v ə	 t 'ə v ə 
teves	t 'e v ə s	 t 'ə v ə s 
timoner	t i m o n 'e	 t i m o n 'ə 
tinamú	t i n ə m 'u	 t i n 'a m 'u 
tinent	t i n 'e n t	 t i n 'ə n t 
tinguda	t i ŋ g 'u ð ə	 t 'i ŋ g 'u ð ə 
tingudes	t i ŋ g 'u ð ə s	 t 'i ŋ g 'u ð ə s 
tinter	t i n t 'e	 t i n t 'ə 
tisora	t i z 'o ɾ ə	 t i z 'ɔ ɾ ə 
tisores	t i z 'o ɾ ə s	 t i z 'ɔ ɾ ə s 
titella	t i t 'e ʎ ə	 t i t 'ə ʎ ə 
titlada	t i l l 'a ð ə	 t i ə l 'a ð ə 
titlades	t i l l 'a ð ə s	 t i ə l 'a ð ə s 
titlar	t i l l 'a	 t i ə l 'a 
titlat	t i l l 'a t	 t i ə l 'a t 
titlats	t i l l 'a t s	 t i ə l 'a t s 
tomba	t 'o m b ə	 t 'ɔ m b ə 
tomben	t 'o m b ə n	 t 'ɔ m b ə n 
tombes	t 'o m b ə s	 t 'ɔ m b ə s 
tona	t 'o n ə	 t 'ɔ n ə 
tones	t 'o n ə s	 t 'ɔ n ə s 
topa	t 'o p ə	 t 'ɔ p ə 
topen	t 'o p ə n	 t 'ɔ p ə n 
topo	t 'o p o	 t 'ɔ p o 
tora	t 'o ɾ ə	 t 'ɔ ɾ ə 
torba	t 'o ɾ β ə	 t 'ɔ ɾ β ə 
torben	t 'o ɾ β ə n	 t 'ɔ ɾ β ə n 
torçuda	t o ɾ s 'u ð ə	 t 'o ɾ s 'u ð ə 
torçudes	t o ɾ s 'u ð ə s	 t 'o ɾ s 'u ð ə s 
torçut	t o ɾ s 'u t	 t 'o ɾ s 'u t 
torçuts	t o ɾ s 'u t s	 t 'o ɾ s 'u t s 
torna	t 'o ɾ n ə	 t 'ɔ ɾ n ə 
tornen	t 'o ɾ n ə n	 t 'ɔ ɾ n ə n 
tornes	t 'o ɾ n ə s	 t 'ɔ ɾ n ə s 
torno	t 'o ɾ n o	 t 'ɔ ɾ n o 
torradora	t o r ə ð 'o ɾ ə	 t o r ə ð 'ɔ ɾ ə 
torre	t 'o r ə	 t 'ɔ r ə 
torrent	t o r 'e n t	 t o r 'ə n t 
tort	t 'ɔ ɾ t	 t 'o ɾ t 
tortuga	t o ɾ t 'u ɣ ə	 t 'ɔ ɾ t 'u ɣ ə 
tortura	t o ɾ t 'u ɾ ə	 t 'ɔ ɾ t 'u ɾ ə 
tortures	t o ɾ t 'u ɾ ə s	 t 'ɔ ɾ t 'u ɾ ə s 
torturo	t o ɾ t 'u ɾ o	 t 'ɔ ɾ t 'u ɾ o 
tosca	t 'o s k ə	 t 'ɔ s k ə 
tossut	t o s 'u t	 t 'o s 'u t 
tota	t 'o t ə	 t 'ɔ t ə 
totes	t 'o t ə s	 t 'ɔ t ə s 
totxo	t 'o t ʃ o	 t 'ɔ t ʃ o 
tractament	t ɾ ə t t ə m 'e n t	 t ɾ 'a t t ə m 'ə n t 
traïdora	t ɾ ə i ð 'o ɾ ə	 t ɾ ə i ð 'ɔ ɾ ə 
traïdores	t ɾ ə i ð 'o ɾ ə s	 t ɾ ə i ð 'ɔ ɾ ə s 
transparent	t ɾ ə n s p ə ɾ 'e n t	 t ɾ ə n s p ə ɾ 'ə n t 
transsexual	t ɾ ə n s ə t s u 'a l	 t ɾ 'a n s ə t s u 'a l 
transsexualitat	t ɾ ə n s ə t s u ə l i t 'a t	 t ɾ 'a n s ə t s u ə l i t 'a t 
transsiberià	t ɾ ə n s i β ə ɾ i 'a	 t ɾ 'a n s i β ə ɾ i 'a 
Transsiberià	t ɾ ə n s i β ə ɾ i 'a	 t ɾ 'a n s i β ə ɾ i 'a 
trapezi	t ɾ ə p 'ɛ z i	 t ɾ ə p 'ə z i 
traqueal	t ɾ ə k e 'a l	 t ɾ ə k 'e 'a l 
traqueals	t ɾ ə k e 'a l s	 t ɾ ə k 'e 'a l s 
trasplantament	t ɾ ə s p l ə n t ə m 'e n t	 t ɾ ə s p l 'a n t ə m 'ə n t 
traster	t ɾ ə s t 'e	 t ɾ ə s t 'ə 
travessada	t ɾ ə v ə s 'a ð ə	 t ɾ 'a v ə s 'a ð ə 
travessades	t ɾ ə v ə s 'a ð ə s	 t ɾ 'a v ə s 'a ð ə s 
travessar	t ɾ ə v ə s 'a	 t ɾ 'a v ə s 'a 
travessat	t ɾ ə v ə s 'a t	 t ɾ 'a v ə s 'a t 
travessats	t ɾ ə v ə s 'a t s	 t ɾ 'a v ə s 'a t s 
travessia	t ɾ ə v ə s 'i ə	 t ɾ 'a v ə s 'i ə 
travessies	t ɾ ə v ə s 'i ə s	 t ɾ 'a v ə s 'i ə s 
tremolosa	t ɾ ə m o l 'o z ə	 t ɾ ə m o l 'ɔ z ə 
tremp	t ɾ 'e m p	 t ɾ 'ə m p 
Tremp	t ɾ 'e m p	 t ɾ 'ə m p 
trempera	t ɾ ə m p 'e ɾ ə	 t ɾ ə m p 'ɛ ɾ ə 
trencament	t ɾ ə ŋ k ə m 'e n t	 t ɾ 'ə ŋ k ə m 'ə n t 
trenqués	t ɾ ə ŋ k 'e s	 t ɾ 'ə ŋ k 'e s 
trenqui	t ɾ 'ɛ ŋ k i	 t ɾ 'ə ŋ k i 
trenquin	t ɾ 'ɛ ŋ k i n	 t ɾ 'ə ŋ k i n 
trenquis	t ɾ 'ɛ ŋ k i s	 t ɾ 'ə ŋ k i s 
trepa	t ɾ 'e p ə	 t ɾ 'ə p ə 
trepes	t ɾ 'e p ə s	 t ɾ 'ə p ə s 
trepig	t ɾ ə p 'i t ʃ	 t ɾ ə p 'i ə 
trepitjada	t ɾ ə p i d ʒ 'a ð ə	 t ɾ ə p 'i ə ʒ 'a ð ə 
trepitjades	t ɾ ə p i d ʒ 'a ð ə s	 t ɾ ə p 'i ə ʒ 'a ð ə s 
trepitjaneu	t ɾ ə p i d ʒ ə n 'ɛ w	 t ɾ ə p i d ʒ ə n 'ə w 
tresorer	t ɾ ə z o ɾ 'e	 t ɾ ə z o ɾ 'ə 
tret	t ɾ 'e t	 t ɾ 'ə t 
treta	t ɾ 'e t ə	 t ɾ 'ə t ə 
tretes	t ɾ 'e t ə s	 t ɾ 'ə t ə s 
trets	t ɾ 'e t s	 t ɾ 'ə t s 
tretze	t ɾ 'e d z ə	 t ɾ 'ə d z ə 
treure	t ɾ 'ə w ɾ ə	 t ɾ 'ɛ w ɾ ə 
treus	t ɾ 'ɛ w s	 t ɾ 'ə w s 
treva	t ɾ 'e v ə	 t ɾ 'ə v ə 
Trèveris	t ɾ 'ɛ v ə ɾ i s	 t ɾ 'ə v ə ɾ i s 
triangulars	t ɾ i ə ŋ g u l 'a s	 t ɾ i 'a ŋ g u l 'a s 
trident	t ɾ i ð 'e n t	 t ɾ i ð 'ɛ n t 
trinxera	t ɾ i n ʃ 'e ɾ ə	 t ɾ i n ʃ 'ɛ ɾ ə 
trituradora	t ɾ i t u ɾ ə ð 'o ɾ ə	 t ɾ i t u ɾ ə ð 'ɔ ɾ ə 
troià	t ɾ o j 'a	 t ɾ o i 'a 
tromba	t ɾ 'o m b ə	 t ɾ 'ɔ m b ə 
trompa	t ɾ 'o m p ə	 t ɾ 'ɔ m p ə 
trompes	t ɾ 'o m p ə s	 t ɾ 'ɔ m p ə s 
tronera	t ɾ o n 'e ɾ ə	 t ɾ o n 'ɛ ɾ ə 
tropa	t ɾ 'o p ə	 t ɾ 'ɔ p ə 
tropes	t ɾ 'o p ə s	 t ɾ 'ɔ p ə s 
truncat	t ɾ u ŋ k 'a t	 t ɾ 'u ŋ k 'a t 
truncats	t ɾ u ŋ k 'a t s	 t ɾ 'u ŋ k 'a t s 
tsar	t s 'a	 ə z 'a 
tucà	t u k 'a	 t 'u k 'a 
tudó	t u ð 'o	 t 'u ð 'o 
tutú	t u t 'u	 t 'u t 'u 
udol	u ð 'ɔ l	 u ð 'o l 
uigur	u j ɣ 'u	 u i ɣ 'u 
ull	'u j	 'u ʎ 
vaig	v 'a t ʃ	 v 'a ʃ 
vailet	v ə j l 'ə t	 v ə i l 'ə t 
vainilla	v ə j n 'i ʎ ə	 v ə i n 'i ʎ ə 
vainilles	v ə j n 'i ʎ ə s	 v ə i n 'i ʎ ə s 
vairescut	v ə j ɾ ə s k 'u t	 v 'a j ɾ ə s k 'u t 
vaiverejar	v ə j v ə ɾ ə ʒ 'a	 v 'a j v ə ɾ ə ʒ 'a 
vaixell	v ə ʃ 'e ʎ	 v ə ʃ 'ə ʎ 
vaixella	v ə ʃ 'e ʎ ə	 v ə ʃ 'ə ʎ ə 
valent	v ə l 'e n t	 v ə l 'ə n t 
valona	v ə l 'o n ə	 v ə l 'ɔ n ə 
valora	v ə l 'o ɾ ə	 v ə l 'ɔ ɾ ə 
vaquer	v ə k 'e	 v ə k 'ə 
ve	v 'e	 v 'ə 
vedell	v ə ð 'e ʎ	 v ə ð 'ə ʎ 
vedella	v ə ð 'e ʎ ə	 v ə ð 'ə ʎ ə 
vegetarianisme	v ə ʒ ə t ə ɾ i ə n 'i z m ə	 v ə ʒ ə t ə ɾ 'i ə n 'i z m ə 
vehement	v ə ə m 'e n t	 v 'ə z ə m 'ɛ n t 
veler	v ə l 'e	 v ə l 'ə 
vella	v 'e ʎ ə	 v 'ə ʎ ə 
vencedora	v ə n s ə ð 'o ɾ ə	 v ə n s ə ð 'ɔ ɾ ə 
venciment	v ə n s i m 'e n t	 v 'ɛ n s i m 'ə n t 
Venècia	v ə n 'ə s i ə	 v ə n 'ɛ s i ə 
venera	v ə n 'e ɾ ə	 v ə n 'ɛ ɾ ə 
vènet	v 'ɛ  n ə t	 v 'ə n ə t 
vènia	v 'ɛ  n i ə	 v 'ɛ n i ə 
vent	v 'e n t	 v 'ə n t 
ventre	v 'e n t ɾ ə	 v 'ɛ n t ɾ ə 
Venus	v 'ɛ n u s	 v 'ə n u s 
ver	v 'e	 v 'ə 
verdader	v ə ɾ ð ə ð 'e	 v ə ɾ ð ə ð 'ə 
verdosos	v ə ɾ ð 'o z o s	 v ə ɾ ð 'ɔ z o s 
verger	v ə ɾ ʒ 'e	 v ə ɾ ʒ 'ɛ 
vergonya	v ə ɾ ɣ 'o ɲ ə	 v ə ɾ ɣ 'ɔ ɲ ə 
vertader	v ə ɾ t ə ð 'e	 v ə ɾ t ə ð 'ə 
vespa	v 'e s p ə	 v 'ə s p ə 
vesper	v ə s p 'e	 v ə s p 'ə 
vespre	v 'e s p ɾ ə	 v 'ə s p ɾ ə 
vessament	v ə s ə m 'e n t	 v 'ə s ə m 'ə n t 
vestimenta	v ə s t i m 'e n t ə	 v ə s t i m 'ɛ n t ə 
vetlla	v 'e ʎ ʎ ə	 v 'ə ʎ ʎ ə 
vetla	v 'e l l ə	 v 'ə t l ə 
veure	v 'ə w ɾ ə	 v 'ɛ w ɾ ə 
viatger	v i ə d ʒ 'e	 v i 'a d ʒ 'ɛ 
viatgera	v i ə d ʒ 'e ɾ ə	 v i 'a d ʒ 'ɛ ɾ ə 
Vicent	v i s 'ɛ n t	 v i s 'ə n t 
vicesecretari	v i s ə s ə k ɾ ə t 'a ɾ i	 v i s ə z ə k ɾ ə t 'a ɾ i 
vident	v i ð 'e n t	 v i ð 'ɛ n t 
vigència	v i ʒ 'ɛ  n s i ə	 v i ʒ 'ɛ n s i ə 
vigent	v i ʒ 'e n t	 v i ʒ 'ɛ n t 
vigèsim	v i ʒ 'ɛ  z i m	 v i ʒ 'ɛ z i m 
vigorosa	v i ɣ o ɾ 'o z ə	 v i ɣ o ɾ 'ɔ z ə 
vigoroses	v i ɣ o ɾ 'o z ə s	 v i ɣ o ɾ 'ɔ z ə s 
vigorosos	v i ɣ o ɾ 'o z o s	 v i ɣ o ɾ 'ɔ z o s 
vinent	v i n 'e n t	 v i n 'ə n t 
vinguda	v i ŋ g 'u ð ə	 v 'i ŋ g 'u ð ə 
vingudes	v i ŋ g 'u ð ə s	 v 'i ŋ g 'u ð ə s 
vingut	v i ŋ g 'u t	 v 'i ŋ g 'u t 
vinguts	v i ŋ g 'u t s	 v 'i ŋ g 'u t s 
violència	v i o l 'ɛ  n s i ə	 v i o l 'ɛ n s i ə 
violent	v i o l 'e n t	 v i o l 'ə n t 
virtut	v i ɾ t 'u t	 v 'i ɾ t 'u t 
virulent	v i ɾ u l 'e n t	 v i ɾ u l 'ə n t 
viticultura	v i t i k u l t 'u ɾ ə	 v i t i k 'u l t 'u ɾ ə 
viuda	v 'i w ð ə	 v 'i 'u ð ə 
vivent	v i v 'e n t	 v i v 'ə n t 
viver	v i v 'e	 v i v 'ə 
voivoda	v o j v 'ɔ ð ə	 v o i v 'ɔ ð ə 
vol	v 'ɔ l	 v 'o l 
volguda	v o l ɣ 'u ð ə	 v 'ɔ l ɣ 'u ð ə 
volgudes	v o l ɣ 'u ð ə s	 v 'ɔ l ɣ 'u ð ə s 
volgut	v o l ɣ 'u t	 v 'ɔ l ɣ 'u t 
volguts	v o l ɣ 'u t s	 v 'ɔ l ɣ 'u t s 
vols	v 'ɔ l s	 v 'o l s 
volumètric	v o l u m 'ɛ t ɾ i k	 v o l u m 'ə t ɾ i k 
vorera	v o ɾ 'e ɾ ə	 v o ɾ 'ɛ ɾ ə 
votants	v o t 'a n s	 v o t 'a n t s 
voto	v 'o t o	 v 'ɔ t o 
vuitada	v u j t 'a ð ə	 v u i t 'a ð ə 
vuitanta	v u j t 'a n t ə	 v u i t 'a n t ə 
wiki	b 'i k i	 ə 'i k i 
xafardejada	ʃ ə f ə ɾ ð ə ʒ 'a ð ə	 ʃ ə f 'a ɾ ð ə ʒ 'a ð ə 
xafardejades	ʃ ə f ə ɾ ð ə ʒ 'a ð ə s	 ʃ ə f 'a ɾ ð ə ʒ 'a ð ə s 
xafardejar	ʃ ə f ə ɾ ð ə ʒ 'a	 ʃ ə f 'a ɾ ð ə ʒ 'a 
xafardejat	ʃ ə f ə ɾ ð ə ʒ 'a t	 ʃ ə f 'a ɾ ð ə ʒ 'a t 
xafardejats	ʃ ə f ə ɾ ð ə ʒ 'a t s	 ʃ ə f 'a ɾ ð ə ʒ 'a t s 
xafarderia	ʃ ə f ə ɾ ð ə ɾ 'i ə	 ʃ ə f 'a ɾ ð ə ɾ 'i ə 
Xangai	ʃ ə ŋ g 'a j	 ʃ ə ŋ g 'a i 
xangainès	ʃ ə ŋ g ə j n 'ə s	 ʃ ə ŋ g ə i n 'ə s 
xativí	ʃ ə t i v 'i	 ʃ ə t 'i v 'i 
Xavier	ʃ ə v i 'e	 ʃ ə v i 'ə 
xecs	ʃ 'ɛ t s	 ʃ 'ə t s 
xeic	ʃ 'e j k	 ʃ 'ə j k 
xereca	ʃ ə ɾ 'ɛ k ə	 ʃ ə ɾ 'ə k ə 
xicot	ʃ i k 'ɔ t	 ʃ i k 'o t 
xiïta	ʃ i 'i t ə	 ʃ 'i 'i t ə 
xíndria	ʃ 'i n d ɾ i ə	 ʃ 'i n d ɾ 'i ə 
xiprer	ʃ i p ɾ 'e	 ʃ i p ɾ 'ə 
xofer	ʃ o f 'e	 ʃ o f 'ɛ 
xoriguer	ʃ o ɾ i ɣ 'e	 ʃ o ɾ i ɣ 'ə 
xou	ʃ 'ɔ w	 ʃ 'o 
xous	ʃ 'ɔ w s	 ʃ 'o 'u s 
xucrut	ʃ u k ɾ 'u t	 ʃ 'u k ɾ 'u t 
Xúquer	ʃ 'u k ə	 ʃ 'u k 'e  
Zamora	z ə m 'o ɾ ə	 z ə m 'ɔ ɾ ə 
zebra	z 'e β ɾ ə	 z 'ə β ɾ ə 
zeugma	z 'ɛ w m m ə	 z 'ə u m m ə 
zona	z 'o n ə	 z 'ɔ n ə 
zoòleg	z o 'ɔ l ə k	 o 'ɔ 'ɔ l ə k 
de	d 'ə	 d ə 
que	k 'ə	 k ə 
la	l 'ə	 l ə 
i	'i	 i 
a	'ə	 ə 
el	'ə l	 ə l 
en	'ə n	 ə n 
les	l 'ə s	 l ə s 
els	'ə l s	 'ɛ l s 
del	d 'ə l	 d ə l 
amb	'ə m	 'a m b 
al	'ə l	 'a l 
es	'ə s	 ə s 
com	k 'ɔ m	 k 'o m 
El	'ə l	 ə l 
dels	d 'ə l s	 d 'ɛ l s 
hi	'i	 i 
La	l 'ə	 l ə 
o	'ɔ	 'o 
si	s 'i	 s i 
em	'ə m	 ə m 
li	l 'i	 l i 
seva	s 'e v ə	 s 'ə v ə 
fer	f 'e	 f 'ɛ r 
ens	'ə n s	 ə n s 
Els	ə l s	 'ɛ l s 
